order_id,customer_id,order_status,order_purchase_timestamp,customer_state,payment_type,payment_installments,payment_value,n_items,total_product_value,total_freight,primary_category,order_month,order_hour,order_dow,is_completed,was_late,review_score
ord_001648,cust_01258,delivered,2017-04-09 14:28:00,SP,boleto,1,364.15,1,321.05,43.1,furniture_decor,2017-04,14,Sunday,1,1,4.0
ord_001649,cust_00546,delivered,2018-03-12 17:58:00,MG,boleto,1,513.73,1,474.68,39.05,watches_gifts,2018-03,17,Monday,1,0,4.0
ord_001650,cust_05254,delivered,2018-02-10 16:51:00,MG,debit_card,1,198.49,1,154.56,43.93,garden_tools,2018-02,16,Saturday,1,1,3.0
ord_001651,cust_06036,canceled,2018-07-16 12:39:00,PR,boleto,1,499.84,2,480.1,19.740000000000002,sports_leisure,2018-07,12,Monday,0,0,
ord_001652,cust_03300,unavailable,2018-08-28 10:41:00,SP,debit_card,1,1557.56,4,1449.93,107.63,watches_gifts,2018-08,10,Tuesday,0,0,
ord_001653,cust_04863,delivered,2018-03-07 21:15:00,ES,credit_card,1,454.67,1,411.67,43.0,health_beauty,2018-03,21,Wednesday,1,0,3.0
ord_001654,cust_01402,delivered,2018-08-10 06:45:00,SP,voucher,1,550.71,1,522.65,28.06,sports_leisure,2018-08,6,Friday,1,1,4.0
ord_001655,cust_00455,delivered,2018-07-20 11:29:00,PR,debit_card,1,324.05,1,297.68,26.37,garden_tools,2018-07,11,Friday,1,1,2.0
ord_001656,cust_04860,delivered,2018-07-12 14:43:00,MG,credit_card,4,405.18,1,385.32,19.86,bed_bath_table,2018-07,14,Thursday,1,0,5.0
ord_001657,cust_02478,delivered,2018-02-04 09:52:00,RJ,boleto,1,492.86,1,452.99,39.87,computers_accessories,2018-02,9,Sunday,1,1,5.0
ord_001658,cust_05613,delivered,2017-03-23 09:37:00,MG,credit_card,6,704.09,3,603.22,100.87,toys,2017-03,9,Thursday,1,0,5.0
ord_001659,cust_03170,canceled,2017-04-11 13:08:00,ES,voucher,1,649.39,1,609.95,39.44,computers_accessories,2017-04,13,Tuesday,0,0,
ord_001660,cust_04882,delivered,2017-05-02 06:37:00,SP,credit_card,1,407.39,1,366.33,41.06,health_beauty,2017-05,6,Tuesday,1,0,5.0
ord_001661,cust_04189,delivered,2018-03-24 15:38:00,PR,debit_card,1,351.71,1,326.68,25.03,bed_bath_table,2018-03,15,Saturday,1,0,5.0
ord_001662,cust_04248,delivered,2017-08-19 23:12:00,DF,credit_card,1,1269.88,2,1192.99,76.89,computers_accessories,2017-08,23,Saturday,1,0,4.0
ord_001663,cust_05178,delivered,2017-11-22 13:57:00,SP,credit_card,3,479.29,1,443.94,35.35,garden_tools,2017-11,13,Wednesday,1,0,5.0
ord_001664,cust_02295,canceled,2017-11-15 12:32:00,SP,boleto,1,428.44,1,418.54,9.9,furniture_decor,2017-11,12,Wednesday,0,0,
ord_001665,cust_05747,delivered,2017-06-06 21:41:00,SP,boleto,1,118.51,1,87.28,31.23,pet_shop,2017-06,21,Tuesday,1,0,4.0
ord_001666,cust_04373,delivered,2017-02-08 14:28:00,RS,voucher,1,136.89,1,105.25,31.64,fashion_bags_accessories,2017-02,14,Wednesday,1,1,2.0
ord_001667,cust_05140,delivered,2018-03-13 14:16:00,SP,credit_card,2,681.76,1,643.44,38.32,books_general_interest,2018-03,14,Tuesday,1,1,5.0
ord_001668,cust_02442,delivered,2017-03-09 13:08:00,GO,boleto,1,587.7,1,566.56,21.14,garden_tools,2017-03,13,Thursday,1,1,5.0
ord_001669,cust_02998,delivered,2017-06-14 15:45:00,RJ,boleto,1,516.91,1,481.42,35.49,computers_accessories,2017-06,15,Wednesday,1,0,5.0
ord_001670,cust_01119,delivered,2017-04-01 11:23:00,MG,debit_card,1,178.02,1,158.92,19.1,babies,2017-04,11,Saturday,1,1,3.0
ord_001671,cust_06032,delivered,2018-07-18 11:47:00,RJ,credit_card,1,611.39,2,570.3,41.09,bed_bath_table,2018-07,11,Wednesday,1,1,2.0
ord_001672,cust_01002,delivered,2018-08-10 12:18:00,RJ,boleto,1,617.22,1,604.97,12.25,stationery,2018-08,12,Friday,1,0,2.0
ord_001673,cust_00024,delivered,2017-06-15 20:04:00,SP,credit_card,1,654.65,1,613.67,40.98,garden_tools,2017-06,20,Thursday,1,1,4.0
ord_001674,cust_02456,delivered,2018-05-07 12:56:00,ES,credit_card,5,548.55,1,529.9,18.65,auto,2018-05,12,Monday,1,1,1.0
ord_001675,cust_05889,processing,2018-07-03 12:42:00,PE,boleto,1,821.01,2,741.71,79.3,bed_bath_table,2018-07,12,Tuesday,0,0,
ord_001676,cust_04711,delivered,2018-08-23 12:52:00,SC,credit_card,12,128.79,1,93.18,35.61,housewares,2018-08,12,Thursday,1,0,4.0
ord_001677,cust_00638,delivered,2017-11-17 17:58:00,SP,credit_card,12,158.33,1,125.17,33.16,electronics,2017-11,17,Friday,1,0,4.0
ord_001678,cust_04820,delivered,2017-03-16 20:13:00,MG,boleto,1,350.49,1,315.1,35.39,computers_accessories,2017-03,20,Thursday,1,1,1.0
ord_001679,cust_03705,delivered,2017-12-02 09:19:00,RS,credit_card,2,185.91,1,149.17,36.74,garden_tools,2017-12,9,Saturday,1,0,5.0
ord_001680,cust_03239,delivered,2018-03-21 20:08:00,PA,voucher,1,525.34,1,492.27,33.07,sports_leisure,2018-03,20,Wednesday,1,0,2.0
ord_001681,cust_04788,delivered,2018-01-01 17:41:00,DF,credit_card,2,446.97,1,420.99,25.98,perfumery,2018-01,17,Monday,1,0,5.0
ord_001682,cust_02152,delivered,2017-11-02 15:01:00,DF,credit_card,1,879.22,3,792.7099999999999,86.50999999999999,watches_gifts,2017-11,15,Thursday,1,1,2.0
ord_001683,cust_05597,delivered,2018-07-17 12:09:00,SP,credit_card,1,686.18,1,642.78,43.4,furniture_decor,2018-07,12,Tuesday,1,0,5.0
ord_001684,cust_02260,delivered,2017-03-27 12:30:00,RJ,credit_card,3,487.16,1,457.39,29.77,health_beauty,2017-03,12,Monday,1,0,5.0
ord_001685,cust_02595,delivered,2017-05-18 20:00:00,SP,credit_card,1,303.02,1,291.51,11.51,housewares,2017-05,20,Thursday,1,0,5.0
ord_001686,cust_03063,delivered,2017-03-03 08:44:00,MG,boleto,1,263.82,1,221.1,42.72,telephony,2017-03,8,Friday,1,0,4.0
ord_001687,cust_03548,canceled,2018-02-27 09:06:00,MG,debit_card,1,428.61,1,405.61,23.0,bed_bath_table,2018-02,9,Tuesday,0,0,
ord_001688,cust_04296,delivered,2017-11-05 08:48:00,SP,credit_card,3,129.5,1,105.67,23.83,babies,2017-11,8,Sunday,1,1,2.0
ord_001689,cust_05910,delivered,2017-09-27 09:47:00,SP,credit_card,1,647.9,1,623.93,23.97,bed_bath_table,2017-09,9,Wednesday,1,0,5.0
ord_001690,cust_02745,delivered,2017-01-20 16:58:00,PA,voucher,1,310.02,1,271.36,38.66,health_beauty,2017-01,16,Friday,1,0,3.0
ord_001691,cust_00617,delivered,2018-08-26 14:01:00,SP,credit_card,12,609.36,2,586.78,22.58,health_beauty,2018-08,14,Sunday,1,1,2.0
ord_001692,cust_04809,canceled,2017-06-30 06:24:00,SP,credit_card,4,570.47,2,527.59,42.88,health_beauty,2017-06,6,Friday,0,0,
ord_001693,cust_02978,canceled,2018-01-23 22:07:00,SP,boleto,1,600.57,1,580.24,20.33,electronics,2018-01,22,Tuesday,0,0,
ord_001694,cust_01774,delivered,2018-05-28 12:49:00,SP,voucher,1,544.96,2,511.03,33.93,health_beauty,2018-05,12,Monday,1,1,4.0
ord_001695,cust_02921,delivered,2018-04-10 15:30:00,SP,boleto,1,440.82,1,419.48,21.34,telephony,2018-04,15,Tuesday,1,0,5.0
ord_001696,cust_01900,delivered,2017-04-05 11:11:00,RJ,debit_card,1,736.65,1,718.75,17.9,furniture_decor,2017-04,11,Wednesday,1,1,4.0
ord_001697,cust_03195,canceled,2018-01-14 18:55:00,RN,boleto,1,359.92,1,315.19,44.73,bed_bath_table,2018-01,18,Sunday,0,0,
ord_001698,cust_01795,delivered,2018-08-19 16:10:00,SP,credit_card,8,1472.98,3,1370.26,102.72,computers_accessories,2018-08,16,Sunday,1,0,5.0
ord_001699,cust_02777,delivered,2017-06-07 11:56:00,BA,debit_card,1,224.64,1,204.11,20.53,telephony,2017-06,11,Wednesday,1,1,1.0
ord_001700,cust_05250,delivered,2018-03-05 21:47:00,RJ,boleto,1,225.3,1,197.0,28.3,food_drink,2018-03,21,Monday,1,0,5.0
ord_001701,cust_03515,delivered,2018-08-15 01:50:00,SP,credit_card,6,451.5,1,420.71,30.79,housewares,2018-08,1,Wednesday,1,0,5.0
ord_001702,cust_05384,delivered,2017-04-09 12:14:00,SP,boleto,1,465.12,1,431.42,33.7,toys,2017-04,12,Sunday,1,0,3.0
ord_001703,cust_02005,delivered,2017-08-02 13:24:00,SP,credit_card,5,549.29,2,492.96000000000004,56.33,bed_bath_table,2017-08,13,Wednesday,1,1,3.0
ord_001704,cust_01146,delivered,2017-10-09 14:07:00,RJ,credit_card,2,539.79,1,502.82,36.97,health_beauty,2017-10,14,Monday,1,0,4.0
ord_001705,cust_05262,delivered,2017-05-28 17:53:00,SP,boleto,1,183.44,1,145.25,38.19,perfumery,2017-05,17,Sunday,1,1,3.0
ord_001706,cust_03768,delivered,2018-08-23 19:37:00,SP,boleto,1,368.67,1,336.07,32.6,telephony,2018-08,19,Thursday,1,0,5.0
ord_001707,cust_00899,delivered,2018-02-28 16:24:00,SP,boleto,1,465.1,1,441.87,23.23,housewares,2018-02,16,Wednesday,1,0,5.0
ord_001708,cust_01836,delivered,2017-08-14 15:02:00,SP,credit_card,5,55.34,1,32.49,22.85,perfumery,2017-08,15,Monday,1,0,5.0
ord_001709,cust_02229,delivered,2017-02-04 17:05:00,SC,credit_card,6,307.07,1,281.23,25.84,books_general_interest,2017-02,17,Saturday,1,0,5.0
ord_001710,cust_02241,delivered,2017-04-13 11:52:00,MG,boleto,1,84.25,1,60.19,24.06,bed_bath_table,2017-04,11,Thursday,1,0,5.0
ord_001711,cust_00308,canceled,2017-09-15 20:05:00,SP,credit_card,1,447.02,1,435.95,11.07,cool_stuff,2017-09,20,Friday,0,0,
ord_001712,cust_02552,delivered,2017-06-15 20:02:00,PR,credit_card,4,967.89,2,899.3299999999999,68.56,stationery,2017-06,20,Thursday,1,1,2.0
ord_001713,cust_01182,delivered,2017-07-25 10:57:00,SP,boleto,1,72.86,1,53.05,19.81,health_beauty,2017-07,10,Tuesday,1,1,1.0
ord_001714,cust_00502,delivered,2018-08-03 23:06:00,SC,credit_card,6,268.62,1,257.67,10.95,stationery,2018-08,23,Friday,1,1,1.0
ord_001715,cust_05749,delivered,2018-05-23 08:56:00,CE,credit_card,1,578.61,1,533.74,44.87,stationery,2018-05,8,Wednesday,1,1,3.0
ord_001716,cust_00035,delivered,2018-06-18 14:41:00,SP,credit_card,10,1054.85,2,1024.34,30.509999999999998,housewares,2018-06,14,Monday,1,0,4.0
ord_001717,cust_03572,delivered,2018-06-07 12:24:00,MG,credit_card,4,636.52,1,627.13,9.39,watches_gifts,2018-06,12,Thursday,1,1,2.0
ord_001718,cust_00910,delivered,2018-01-24 08:36:00,PR,debit_card,1,754.27,1,743.45,10.82,furniture_decor,2018-01,8,Wednesday,1,1,2.0
ord_001719,cust_02748,delivered,2017-02-22 12:42:00,SP,credit_card,12,552.45,1,531.98,20.47,watches_gifts,2017-02,12,Wednesday,1,1,2.0
ord_001720,cust_05373,delivered,2017-11-16 20:00:00,MG,credit_card,10,925.8,2,868.94,56.86,bed_bath_table,2017-11,20,Thursday,1,1,3.0
ord_001721,cust_03198,delivered,2018-06-03 14:38:00,RS,credit_card,2,480.59,1,459.98,20.61,pet_shop,2018-06,14,Sunday,1,0,5.0
ord_001722,cust_03292,delivered,2018-01-08 17:18:00,SP,debit_card,1,326.78,1,304.36,22.42,cool_stuff,2018-01,17,Monday,1,0,3.0
ord_001723,cust_05352,delivered,2018-01-11 01:24:00,RJ,voucher,1,886.2,1,844.12,42.08,furniture_decor,2018-01,1,Thursday,1,1,1.0
ord_001724,cust_01822,delivered,2018-01-23 13:26:00,SP,voucher,1,568.55,1,528.1,40.45,housewares,2018-01,13,Tuesday,1,1,1.0
ord_001725,cust_05227,delivered,2018-02-26 12:38:00,SE,credit_card,1,576.62,2,533.69,42.93,housewares,2018-02,12,Monday,1,1,5.0
ord_001726,cust_05403,delivered,2017-08-23 09:09:00,SP,credit_card,1,236.24,1,222.48,13.76,sports_leisure,2017-08,9,Wednesday,1,0,5.0
ord_001727,cust_04841,delivered,2017-02-02 00:05:00,RS,credit_card,1,200.82,1,159.89,40.93,toys,2017-02,0,Thursday,1,0,3.0
ord_001728,cust_02017,delivered,2017-01-31 18:49:00,RJ,credit_card,10,991.48,3,919.74,71.74000000000001,stationery,2017-01,18,Tuesday,1,1,3.0
ord_001729,cust_04008,canceled,2017-02-11 15:29:00,MG,boleto,1,724.08,2,672.87,51.21,bed_bath_table,2017-02,15,Saturday,0,0,
ord_001730,cust_02468,delivered,2017-12-07 19:08:00,SP,boleto,1,1005.95,3,919.77,86.18,sports_leisure,2017-12,19,Thursday,1,0,5.0
ord_001731,cust_04999,delivered,2018-01-30 10:22:00,SP,credit_card,3,672.26,1,647.07,25.19,bed_bath_table,2018-01,10,Tuesday,1,1,1.0
ord_001732,cust_01195,delivered,2018-04-01 10:58:00,SP,debit_card,1,560.53,1,532.09,28.44,bed_bath_table,2018-04,10,Sunday,1,1,5.0
ord_001733,cust_04038,delivered,2018-08-30 14:44:00,DF,boleto,1,38.93,1,15.42,23.51,fashion_bags_accessories,2018-08,14,Thursday,1,0,5.0
ord_001734,cust_04640,delivered,2017-11-02 12:09:00,RS,credit_card,2,66.05,1,45.78,20.27,bed_bath_table,2017-11,12,Thursday,1,1,2.0
ord_001735,cust_06194,delivered,2018-03-31 20:05:00,SP,credit_card,3,447.13,1,436.57,10.56,sports_leisure,2018-03,20,Saturday,1,1,3.0
ord_001736,cust_01146,delivered,2017-01-21 14:12:00,RJ,credit_card,2,285.55,1,267.58,17.97,telephony,2017-01,14,Saturday,1,1,4.0
ord_001737,cust_01477,delivered,2017-01-10 14:43:00,SP,credit_card,1,32.62,1,23.44,9.18,furniture_decor,2017-01,14,Tuesday,1,0,5.0
ord_001738,cust_02521,delivered,2017-12-05 11:55:00,SP,credit_card,1,581.75,1,552.11,29.64,housewares,2017-12,11,Tuesday,1,1,2.0
ord_001739,cust_04087,delivered,2018-01-23 00:17:00,MG,credit_card,1,2129.83,4,2030.23,99.60000000000001,sports_leisure,2018-01,0,Tuesday,1,0,4.0
ord_001740,cust_01145,delivered,2018-02-06 09:56:00,RS,boleto,1,649.27,1,619.06,30.21,housewares,2018-02,9,Tuesday,1,1,4.0
ord_001741,cust_00216,delivered,2018-02-22 13:59:00,SP,boleto,1,608.55,1,586.4,22.15,telephony,2018-02,13,Thursday,1,0,4.0
ord_001742,cust_00040,delivered,2017-05-10 18:48:00,RJ,credit_card,10,71.35,1,43.68,27.67,health_beauty,2017-05,18,Wednesday,1,1,3.0
ord_001743,cust_01515,delivered,2018-03-05 08:37:00,SP,credit_card,1,236.17,1,205.81,30.36,furniture_decor,2018-03,8,Monday,1,1,1.0
ord_001744,cust_00476,delivered,2017-07-08 16:41:00,PR,credit_card,5,643.23,1,610.18,33.05,furniture_decor,2017-07,16,Saturday,1,0,2.0
ord_001745,cust_06061,delivered,2017-11-13 00:28:00,RJ,boleto,1,544.97,1,510.07,34.9,sports_leisure,2017-11,0,Monday,1,0,5.0
ord_001746,cust_01119,delivered,2017-03-26 22:41:00,BA,boleto,1,244.22,1,225.5,18.72,bed_bath_table,2017-03,22,Sunday,1,1,4.0
ord_001747,cust_02007,delivered,2017-05-02 15:48:00,RJ,credit_card,10,1027.86,3,934.5600000000001,93.3,stationery,2017-05,15,Tuesday,1,1,3.0
ord_001748,cust_01024,delivered,2018-08-13 09:05:00,SP,voucher,1,115.42,1,80.73,34.69,computers_accessories,2018-08,9,Monday,1,1,1.0
ord_001749,cust_01081,delivered,2017-04-27 12:40:00,SP,boleto,1,432.28,1,416.71,15.57,babies,2017-04,12,Thursday,1,0,4.0
ord_001750,cust_01238,canceled,2018-05-13 08:22:00,SP,boleto,1,504.43,1,472.49,31.94,garden_tools,2018-05,8,Sunday,0,0,
ord_001751,cust_03011,delivered,2018-05-25 07:18:00,RJ,voucher,1,513.78,1,489.0,24.78,bed_bath_table,2018-05,7,Friday,1,0,4.0
ord_001752,cust_02012,delivered,2018-07-05 14:44:00,MG,credit_card,4,322.9,1,292.72,30.18,health_beauty,2018-07,14,Thursday,1,1,5.0
ord_001753,cust_03112,delivered,2017-05-10 22:48:00,RS,debit_card,1,550.31,1,523.92,26.39,watches_gifts,2017-05,22,Wednesday,1,0,4.0
ord_001754,cust_00586,canceled,2017-12-16 20:58:00,CE,boleto,1,676.77,2,631.88,44.89,auto,2017-12,20,Saturday,0,0,
ord_001755,cust_01507,delivered,2017-08-14 19:23:00,RJ,credit_card,2,1616.14,4,1480.2399999999998,135.9,furniture_decor,2017-08,19,Monday,1,0,4.0
ord_001756,cust_03488,delivered,2017-10-13 18:36:00,SP,credit_card,2,141.71,1,133.49,8.22,computers_accessories,2017-10,18,Friday,1,0,3.0
ord_001757,cust_04648,delivered,2018-01-28 14:21:00,RJ,voucher,1,148.37,1,123.82,24.55,computers_accessories,2018-01,14,Sunday,1,0,4.0
ord_001758,cust_04032,delivered,2017-08-25 17:44:00,SP,credit_card,1,199.12,1,186.0,13.12,auto,2017-08,17,Friday,1,1,1.0
ord_001759,cust_03580,delivered,2018-01-16 20:11:00,PE,credit_card,4,492.5,1,452.88,39.62,pet_shop,2018-01,20,Tuesday,1,1,4.0
ord_001760,cust_02350,delivered,2018-05-20 16:29:00,PA,voucher,1,61.32,1,47.98,13.34,auto,2018-05,16,Sunday,1,1,2.0
ord_001761,cust_05005,delivered,2017-04-06 11:35:00,MG,boleto,1,1102.39,2,1027.9499999999998,74.44,health_beauty,2017-04,11,Thursday,1,0,4.0
ord_001762,cust_00524,canceled,2018-02-09 13:49:00,SC,boleto,1,144.23,1,104.3,39.93,sports_leisure,2018-02,13,Friday,0,0,
ord_001763,cust_04261,delivered,2017-01-05 08:08:00,RJ,debit_card,1,1142.52,2,1089.9499999999998,52.57,electronics,2017-01,8,Thursday,1,0,4.0
ord_001764,cust_02073,delivered,2018-07-11 10:48:00,BA,credit_card,12,530.8,1,516.64,14.16,bed_bath_table,2018-07,10,Wednesday,1,1,3.0
ord_001765,cust_03321,delivered,2017-03-29 16:24:00,MG,credit_card,4,621.0,1,580.56,40.44,books_general_interest,2017-03,16,Wednesday,1,1,1.0
ord_001766,cust_03034,delivered,2017-10-14 14:53:00,MA,credit_card,10,776.95,1,735.35,41.6,furniture_decor,2017-10,14,Saturday,1,0,4.0
ord_001767,cust_05350,delivered,2017-01-01 07:57:00,AL,credit_card,4,510.38,1,469.28,41.1,books_general_interest,2017-01,7,Sunday,1,1,3.0
ord_001768,cust_00399,delivered,2018-06-21 17:36:00,SP,boleto,1,64.16,1,53.89,10.27,garden_tools,2018-06,17,Thursday,1,0,4.0
ord_001769,cust_02855,delivered,2018-06-06 11:43:00,RJ,credit_card,1,358.1,1,342.06,16.04,bed_bath_table,2018-06,11,Wednesday,1,1,2.0
ord_001770,cust_04142,delivered,2017-02-13 15:00:00,SP,credit_card,3,362.46,1,324.28,38.18,housewares,2017-02,15,Monday,1,0,2.0
ord_001771,cust_04982,delivered,2018-04-19 18:42:00,SP,credit_card,2,178.63,1,144.67,33.96,garden_tools,2018-04,18,Thursday,1,1,1.0
ord_001772,cust_04226,delivered,2018-03-11 22:33:00,MT,debit_card,1,280.9,1,259.72,21.18,babies,2018-03,22,Sunday,1,1,4.0
ord_001773,cust_04270,unavailable,2017-07-23 09:04:00,SP,credit_card,3,1112.72,2,1069.1000000000001,43.62,furniture_decor,2017-07,9,Sunday,0,0,
ord_001774,cust_03456,delivered,2017-06-03 14:15:00,SP,credit_card,1,512.32,1,498.29,14.03,telephony,2017-06,14,Saturday,1,0,4.0
ord_001775,cust_01163,delivered,2018-05-09 11:02:00,SP,credit_card,1,502.3,1,471.92,30.38,computers_accessories,2018-05,11,Wednesday,1,1,4.0
ord_001776,cust_01658,delivered,2018-06-12 11:10:00,SP,debit_card,1,594.82,2,541.14,53.68,computers_accessories,2018-06,11,Tuesday,1,1,4.0
ord_001777,cust_00501,delivered,2017-05-09 20:23:00,SP,debit_card,1,577.38,1,534.55,42.83,watches_gifts,2017-05,20,Tuesday,1,0,1.0
ord_001778,cust_04622,delivered,2017-05-09 20:53:00,MA,credit_card,6,759.88,1,716.73,43.15,electronics,2017-05,20,Tuesday,1,1,3.0
ord_001779,cust_06118,delivered,2017-04-29 08:48:00,PB,credit_card,1,357.44,1,335.01,22.43,housewares,2017-04,8,Saturday,1,0,5.0
ord_001780,cust_00070,delivered,2017-03-26 09:03:00,RJ,voucher,1,275.13,1,259.12,16.01,furniture_decor,2017-03,9,Sunday,1,0,5.0
ord_001781,cust_00424,delivered,2018-05-11 19:44:00,RJ,boleto,1,1029.06,2,958.0899999999999,70.97,babies,2018-05,19,Friday,1,0,5.0
ord_001782,cust_03081,delivered,2018-03-21 12:25:00,RJ,credit_card,1,474.99,1,447.6,27.39,telephony,2018-03,12,Wednesday,1,0,4.0
ord_001783,cust_02179,delivered,2018-01-11 09:59:00,SP,voucher,1,1554.69,4,1460.8899999999999,93.80000000000001,computers_accessories,2018-01,9,Thursday,1,0,5.0
ord_001784,cust_02964,delivered,2018-05-05 16:26:00,PR,credit_card,2,580.86,2,528.29,52.57,telephony,2018-05,16,Saturday,1,1,4.0
ord_001785,cust_01240,delivered,2017-02-01 13:08:00,RJ,credit_card,2,333.08,1,312.64,20.44,sports_leisure,2017-02,13,Wednesday,1,1,3.0
ord_001786,cust_01665,delivered,2017-10-23 13:45:00,SP,credit_card,1,402.7,1,377.24,25.46,bed_bath_table,2017-10,13,Monday,1,0,4.0
ord_001787,cust_01986,delivered,2018-06-02 21:40:00,AL,credit_card,12,583.03,1,571.64,11.39,health_beauty,2018-06,21,Saturday,1,1,3.0
ord_001788,cust_01136,canceled,2018-02-22 12:09:00,GO,boleto,1,620.86,1,579.5,41.36,sports_leisure,2018-02,12,Thursday,0,0,
ord_001789,cust_05903,delivered,2017-05-12 11:02:00,MG,voucher,1,394.35,1,361.78,32.57,health_beauty,2017-05,11,Friday,1,1,1.0
ord_001790,cust_05460,delivered,2017-01-18 11:37:00,BA,credit_card,4,594.98,1,572.16,22.82,health_beauty,2017-01,11,Wednesday,1,0,5.0
ord_001791,cust_05283,delivered,2017-07-22 23:20:00,SC,debit_card,1,559.13,1,543.7,15.43,cool_stuff,2017-07,23,Saturday,1,0,1.0
ord_001792,cust_00476,delivered,2017-02-08 14:33:00,SP,voucher,1,514.67,1,476.72,37.95,watches_gifts,2017-02,14,Wednesday,1,0,4.0
ord_001793,cust_04355,delivered,2017-06-27 14:14:00,AL,credit_card,5,410.74,1,396.09,14.65,fashion_bags_accessories,2017-06,14,Tuesday,1,0,5.0
ord_001794,cust_01885,delivered,2017-09-26 16:40:00,SP,credit_card,1,1034.95,2,989.98,44.97,computers_accessories,2017-09,16,Tuesday,1,0,5.0
ord_001795,cust_04259,delivered,2018-08-09 11:29:00,SP,debit_card,1,270.21,1,235.65,34.56,bed_bath_table,2018-08,11,Thursday,1,1,1.0
ord_001796,cust_00723,delivered,2017-12-24 16:13:00,SP,boleto,1,1029.93,2,986.4,43.53,computers_accessories,2017-12,16,Sunday,1,0,5.0
ord_001797,cust_01022,delivered,2017-05-24 16:38:00,BA,credit_card,1,827.59,2,782.22,45.370000000000005,garden_tools,2017-05,16,Wednesday,1,0,5.0
ord_001798,cust_03261,delivered,2017-05-09 15:34:00,PE,voucher,1,458.38,1,437.15,21.23,watches_gifts,2017-05,15,Tuesday,1,0,3.0
ord_001799,cust_05363,delivered,2017-06-15 13:25:00,RJ,credit_card,3,732.38,1,705.33,27.05,computers_accessories,2017-06,13,Thursday,1,1,4.0
ord_001800,cust_03666,delivered,2017-03-29 21:52:00,PR,credit_card,2,387.03,1,356.49,30.54,fashion_bags_accessories,2017-03,21,Wednesday,1,0,5.0
ord_001801,cust_01981,delivered,2018-08-03 14:08:00,DF,credit_card,2,862.91,1,823.98,38.93,computers_accessories,2018-08,14,Friday,1,1,1.0
ord_001802,cust_01539,canceled,2018-01-14 22:34:00,PA,credit_card,12,1333.39,3,1201.24,132.14999999999998,food_drink,2018-01,22,Sunday,0,0,
ord_001803,cust_01139,delivered,2017-12-27 19:22:00,RS,voucher,1,662.84,1,635.39,27.45,health_beauty,2017-12,19,Wednesday,1,0,2.0
ord_001804,cust_05336,delivered,2017-02-14 00:38:00,RJ,credit_card,3,337.89,1,298.98,38.91,watches_gifts,2017-02,0,Tuesday,1,1,4.0
ord_001805,cust_00407,delivered,2017-01-18 17:37:00,RS,credit_card,1,624.37,2,566.29,58.08,furniture_decor,2017-01,17,Wednesday,1,1,4.0
ord_001806,cust_00188,delivered,2017-12-19 09:11:00,RJ,credit_card,1,426.16,1,417.58,8.58,babies,2017-12,9,Tuesday,1,0,2.0
ord_001807,cust_04083,delivered,2017-01-21 21:51:00,RS,credit_card,2,271.55,1,233.77,37.78,computers_accessories,2017-01,21,Saturday,1,1,2.0
ord_001808,cust_06019,delivered,2017-01-26 16:20:00,RS,credit_card,6,523.17,2,457.07,66.1,perfumery,2017-01,16,Thursday,1,0,5.0
ord_001809,cust_00407,delivered,2018-07-10 20:50:00,SC,credit_card,8,1195.76,3,1135.92,59.84,sports_leisure,2018-07,20,Tuesday,1,0,4.0
ord_001810,cust_06123,delivered,2018-06-03 10:18:00,PE,boleto,1,1162.61,3,1093.35,69.26,furniture_decor,2018-06,10,Sunday,1,1,2.0
ord_001811,cust_01263,delivered,2018-04-17 13:33:00,SP,credit_card,6,599.34,1,576.23,23.11,health_beauty,2018-04,13,Tuesday,1,1,3.0
ord_001812,cust_05381,delivered,2017-09-15 11:55:00,GO,debit_card,1,54.53,1,45.65,8.88,electronics,2017-09,11,Friday,1,1,4.0
ord_001813,cust_02503,delivered,2017-03-03 12:46:00,SP,credit_card,1,547.32,1,537.43,9.89,health_beauty,2017-03,12,Friday,1,0,3.0
ord_001814,cust_04943,delivered,2018-08-04 06:29:00,BA,credit_card,1,1001.04,3,909.55,91.49000000000001,electronics,2018-08,6,Saturday,1,1,1.0
ord_001815,cust_04580,delivered,2017-04-23 12:43:00,AP,credit_card,1,1342.95,4,1187.03,155.92000000000002,bed_bath_table,2017-04,12,Sunday,1,0,5.0
ord_001816,cust_02708,delivered,2017-04-13 08:15:00,SP,boleto,1,1662.96,4,1532.96,130.0,health_beauty,2017-04,8,Thursday,1,0,5.0
ord_001817,cust_04329,delivered,2017-12-25 11:21:00,SP,debit_card,1,439.93,1,398.3,41.63,bed_bath_table,2017-12,11,Monday,1,1,1.0
ord_001818,cust_01901,delivered,2017-03-22 13:57:00,SP,debit_card,1,486.13,1,452.28,33.85,auto,2017-03,13,Wednesday,1,0,5.0
ord_001819,cust_03423,delivered,2017-07-10 14:06:00,SP,credit_card,4,589.89,1,550.59,39.3,bed_bath_table,2017-07,14,Monday,1,1,4.0
ord_001820,cust_03068,delivered,2017-06-20 17:16:00,RN,debit_card,1,134.37,1,90.27,44.1,sports_leisure,2017-06,17,Tuesday,1,1,4.0
ord_001821,cust_03213,delivered,2018-08-27 15:03:00,SP,credit_card,5,772.51,2,745.09,27.42,sports_leisure,2018-08,15,Monday,1,0,5.0
ord_001822,cust_02545,canceled,2017-12-04 16:52:00,SP,boleto,1,1507.29,3,1409.01,98.28,auto,2017-12,16,Monday,0,0,
