order_id,payment_type,payment_installments,payment_value
ord_001997,boleto,1,584.33
ord_001998,credit_card,2,426.02
ord_001999,boleto,1,400.43
ord_002000,voucher,1,338.25
ord_002001,credit_card,8,712.47
ord_002002,boleto,1,127.98
ord_002003,boleto,1,1097.57
ord_002004,credit_card,5,252.38
ord_002005,debit_card,1,45.89
ord_002006,credit_card,3,484.74
ord_002007,boleto,1,121.88
ord_002008,debit_card,1,546.49
ord_002009,credit_card,1,571.09
ord_002010,credit_card,4,656.39
ord_002011,boleto,1,134.78
ord_002012,credit_card,8,418.39
ord_002013,credit_card,5,510.57
ord_002014,boleto,1,55.19
ord_002015,credit_card,8,221.66
ord_002016,credit_card,8,180.53
ord_002017,credit_card,1,255.24
ord_002018,credit_card,12,93.94
ord_002019,voucher,1,405.8
ord_002020,credit_card,12,217.57
ord_002021,boleto,1,118.5
ord_002022,debit_card,1,471.77
ord_002023,credit_card,2,289.66
ord_002024,credit_card,4,297.66
ord_002025,credit_card,5,1121.31
ord_002026,boleto,1,824.31
ord_002027,boleto,1,1015.65
ord_002028,voucher,1,588.7
ord_002029,credit_card,4,839.35
ord_002030,boleto,1,631.86
ord_002031,boleto,1,89.76
ord_002032,credit_card,1,34.52
ord_002033,boleto,1,288.81
ord_002034,boleto,1,1165.54
ord_002035,credit_card,3,593.79
ord_002036,credit_card,1,251.0
ord_002037,boleto,1,649.0
ord_002038,boleto,1,153.16
ord_002039,credit_card,12,445.48
ord_002040,credit_card,1,685.05
ord_002041,boleto,1,407.77
ord_002042,voucher,1,369.4
ord_002043,voucher,1,652.81
ord_002044,boleto,1,288.96
ord_002045,voucher,1,716.2
ord_002046,credit_card,1,151.31
ord_002047,debit_card,1,327.26
ord_002048,boleto,1,643.94
ord_002049,boleto,1,131.96
ord_002050,credit_card,3,425.78
ord_002051,boleto,1,290.99
ord_002052,credit_card,2,278.02
ord_002053,credit_card,1,81.23
ord_002054,voucher,1,417.07
ord_002055,credit_card,1,680.91
ord_002056,credit_card,1,323.08
ord_002057,credit_card,10,523.25
ord_002058,credit_card,1,607.55
ord_002059,credit_card,1,1331.68
ord_002060,boleto,1,604.29
ord_002061,credit_card,10,130.28
ord_002062,credit_card,2,124.74
ord_002063,debit_card,1,723.89
ord_002064,boleto,1,988.84
ord_002065,credit_card,12,546.67
ord_002066,credit_card,1,401.86
ord_002067,voucher,1,589.74
ord_002068,debit_card,1,157.98
ord_002069,boleto,1,1497.4
ord_002070,boleto,1,800.15
ord_002071,boleto,1,413.63
ord_002072,boleto,1,145.13
ord_002073,credit_card,1,430.29
ord_002074,credit_card,6,1486.2
ord_002075,credit_card,4,629.37
ord_002076,credit_card,12,77.54
ord_002077,debit_card,1,348.72
ord_002078,boleto,1,626.4
ord_002079,credit_card,1,197.25
ord_002080,boleto,1,574.76
ord_002081,credit_card,5,284.9
ord_002082,boleto,1,797.35
ord_002083,credit_card,3,48.2
ord_002084,credit_card,2,446.72
ord_002085,credit_card,1,120.73
ord_002086,credit_card,4,547.28
ord_002087,boleto,1,887.12
ord_002088,credit_card,1,780.99
ord_002089,boleto,1,256.31
ord_002090,credit_card,4,290.56
ord_002091,boleto,1,629.57
ord_002092,credit_card,5,206.32
ord_002093,boleto,1,112.05
ord_002094,credit_card,3,91.83
ord_002095,debit_card,1,1144.24
ord_002096,credit_card,5,755.02
ord_002097,debit_card,1,1059.69
ord_002098,boleto,1,602.75
ord_002099,voucher,1,177.14
ord_002100,credit_card,5,608.67
ord_002101,credit_card,1,738.84
ord_002102,credit_card,12,393.72
ord_002103,boleto,1,1223.9
ord_002104,credit_card,1,230.41
ord_002105,debit_card,1,269.23
ord_002106,boleto,1,459.29
ord_002107,credit_card,3,741.56
ord_002108,credit_card,1,354.31
ord_002109,boleto,1,124.67
ord_002110,boleto,1,1702.45
ord_002111,boleto,1,196.84
ord_002112,credit_card,1,684.57
ord_002113,credit_card,1,534.6
ord_002114,credit_card,1,79.18
ord_002115,boleto,1,618.98
ord_002116,debit_card,1,625.91
ord_002117,credit_card,1,769.6
ord_002118,voucher,1,560.2
ord_002119,credit_card,1,655.27
ord_002120,credit_card,1,1369.44
ord_002121,credit_card,3,51.81
ord_002122,credit_card,8,354.81
ord_002123,credit_card,1,668.88
ord_002124,credit_card,3,335.32
ord_002125,boleto,1,327.92
ord_002126,credit_card,1,442.61
ord_002127,debit_card,1,435.65
ord_002128,credit_card,10,359.74
ord_002129,boleto,1,659.94
ord_002130,credit_card,1,418.41
ord_002131,boleto,1,98.29
ord_002132,credit_card,1,88.41
ord_002133,credit_card,1,309.58
ord_002134,boleto,1,47.36
ord_002135,credit_card,12,137.55
ord_002136,boleto,1,1824.89
ord_002137,credit_card,10,167.9
ord_002138,boleto,1,1086.16
ord_002139,voucher,1,600.51
ord_002140,credit_card,1,473.6
ord_002141,credit_card,6,1219.39
ord_002142,boleto,1,84.71
ord_002143,credit_card,1,393.21
ord_002144,debit_card,1,302.84
ord_002145,voucher,1,1417.89
ord_002146,credit_card,1,705.72
ord_002147,credit_card,1,2299.52
ord_002148,credit_card,12,271.04
ord_002149,credit_card,1,2241.89
ord_002150,credit_card,1,431.78
ord_002151,boleto,1,573.52
ord_002152,credit_card,3,581.75
ord_002153,debit_card,1,341.53
ord_002154,boleto,1,623.3
ord_002155,credit_card,1,153.07
ord_002156,credit_card,8,543.31
ord_002157,boleto,1,1167.67
ord_002158,debit_card,1,350.54
ord_002159,boleto,1,773.76
ord_002160,credit_card,1,495.97
ord_002161,credit_card,1,889.32
ord_002162,debit_card,1,1346.71
ord_002163,credit_card,1,1185.92
ord_002164,debit_card,1,148.61
ord_002165,boleto,1,297.74
ord_002166,voucher,1,58.8
ord_002167,boleto,1,371.82
ord_002168,boleto,1,637.66
ord_002169,credit_card,1,156.6
ord_002170,credit_card,10,728.95
ord_002171,boleto,1,641.33
ord_002172,boleto,1,654.52
ord_002173,credit_card,10,151.54
ord_002174,credit_card,1,551.45
ord_002175,credit_card,1,398.42
ord_002176,credit_card,2,503.62
ord_002177,credit_card,1,178.97
ord_002178,credit_card,1,824.94
ord_002179,voucher,1,448.89
ord_002180,boleto,1,426.06
ord_002181,voucher,1,485.96
ord_002182,credit_card,5,688.76
ord_002183,credit_card,1,557.26
ord_002184,boleto,1,735.08
ord_002185,boleto,1,649.25
ord_002186,boleto,1,538.58
ord_002187,boleto,1,816.26
ord_002188,debit_card,1,116.84
ord_002189,credit_card,1,168.26
ord_002190,boleto,1,148.97
ord_002191,voucher,1,581.43
ord_002192,credit_card,3,515.73
ord_002193,voucher,1,479.44
ord_002194,credit_card,1,436.17
ord_002195,credit_card,1,116.4
ord_002196,boleto,1,109.46
ord_002197,credit_card,2,1230.18
ord_002198,debit_card,1,542.76
ord_002199,voucher,1,589.79
ord_002200,credit_card,6,463.68
ord_002201,boleto,1,345.62
ord_002202,debit_card,1,562.5
ord_002203,boleto,1,341.05
ord_002204,boleto,1,223.31
ord_002205,credit_card,3,648.23
ord_002206,credit_card,1,521.7
ord_002207,credit_card,1,484.44
ord_002208,boleto,1,500.28
ord_002209,voucher,1,887.83
ord_002210,boleto,1,466.67
ord_002211,credit_card,3,488.28
ord_002212,credit_card,1,112.07
ord_002213,voucher,1,305.04
ord_002214,boleto,1,499.09
ord_002215,credit_card,1,204.43
ord_002216,boleto,1,1432.51
ord_002217,boleto,1,353.75
ord_002218,credit_card,5,522.57
ord_002219,boleto,1,898.82
ord_002220,credit_card,3,293.83
ord_002221,credit_card,1,766.53
ord_002222,credit_card,10,519.47
ord_002223,debit_card,1,836.99
ord_002224,credit_card,1,446.84
ord_002225,boleto,1,206.14
ord_002226,credit_card,1,855.16
ord_002227,boleto,1,169.29
ord_002228,boleto,1,1017.85
ord_002229,credit_card,1,526.41
ord_002230,boleto,1,653.96
ord_002231,boleto,1,145.85
ord_002232,boleto,1,447.81
ord_002233,boleto,1,43.61
ord_002234,credit_card,4,556.58
ord_002235,credit_card,10,643.22
ord_002236,credit_card,1,201.73
ord_002237,boleto,1,302.48
ord_002238,credit_card,6,45.88
ord_002239,debit_card,1,510.67
ord_002240,credit_card,4,88.56
ord_002241,debit_card,1,335.47
ord_002242,credit_card,5,105.81
ord_002243,boleto,1,1288.03
ord_002244,boleto,1,54.32
ord_002245,boleto,1,386.59
ord_002246,voucher,1,135.13
ord_002247,boleto,1,199.63
ord_002248,credit_card,2,62.78
ord_002249,boleto,1,420.41
ord_002250,debit_card,1,799.14
ord_002251,credit_card,5,126.32
ord_002252,boleto,1,740.1
ord_002253,credit_card,1,1222.66
ord_002254,credit_card,1,408.7
ord_002255,boleto,1,157.38
ord_002256,debit_card,1,166.59
ord_002257,boleto,1,672.74
ord_002258,boleto,1,494.63
ord_002259,credit_card,8,1116.01
ord_002260,credit_card,2,485.63
ord_002261,boleto,1,1868.81
ord_002262,credit_card,3,1581.2
ord_002263,credit_card,5,705.03
ord_002264,credit_card,4,513.04
ord_002265,boleto,1,56.16
ord_002266,credit_card,1,295.41
ord_002267,debit_card,1,1298.54
ord_002268,boleto,1,1069.82
ord_002269,credit_card,2,53.78
ord_002270,credit_card,1,550.81
ord_002271,credit_card,5,41.56
ord_002272,credit_card,1,429.69
ord_002273,debit_card,1,522.39
ord_002274,voucher,1,546.15
ord_002275,credit_card,10,230.39
ord_002276,debit_card,1,176.86
ord_002277,credit_card,1,2008.76
ord_002278,credit_card,12,386.75
ord_002279,credit_card,3,809.12
ord_002280,boleto,1,565.63
ord_002281,boleto,1,339.22
ord_002282,voucher,1,270.58
ord_002283,credit_card,1,566.46
ord_002284,boleto,1,42.02
ord_002285,boleto,1,566.24
ord_002286,credit_card,1,1738.95
ord_002287,boleto,1,1135.07
ord_002288,voucher,1,403.82
ord_002289,credit_card,10,791.4
ord_002290,boleto,1,167.46
ord_002291,credit_card,8,587.13
ord_002292,credit_card,8,966.7
ord_002293,voucher,1,504.49
ord_002294,credit_card,3,362.3
ord_002295,credit_card,3,1162.04
ord_002296,voucher,1,402.5
ord_002297,credit_card,8,976.14
ord_002298,debit_card,1,468.4
ord_002299,voucher,1,1556.48
ord_002300,debit_card,1,665.52
ord_002301,credit_card,1,399.67
ord_002302,boleto,1,528.91
ord_002303,voucher,1,518.1
ord_002304,boleto,1,73.16
ord_002305,voucher,1,659.43
ord_002306,credit_card,4,721.85
ord_002307,credit_card,2,306.96
ord_002308,credit_card,4,194.57
ord_002309,boleto,1,589.0
ord_002310,boleto,1,274.05
ord_002311,credit_card,2,536.37
ord_002312,credit_card,8,118.31
ord_002313,credit_card,8,1653.43
ord_002314,credit_card,1,418.75
ord_002315,voucher,1,232.04
ord_002316,debit_card,1,171.39
ord_002317,voucher,1,473.94
ord_002318,boleto,1,461.01
ord_002319,credit_card,4,344.79
ord_002320,debit_card,1,762.54
ord_002321,credit_card,3,466.41
ord_002322,credit_card,5,766.86
ord_002323,credit_card,1,859.33
ord_002324,credit_card,1,2200.46
ord_002325,credit_card,2,649.07
ord_002326,voucher,1,674.82
ord_002327,boleto,1,174.88
ord_002328,voucher,1,779.57
ord_002329,debit_card,1,1114.98
ord_002330,credit_card,1,201.58
ord_002331,voucher,1,544.96
ord_002332,credit_card,1,863.4
ord_002333,debit_card,1,449.21
ord_002334,voucher,1,632.13
ord_002335,boleto,1,241.92
ord_002336,voucher,1,338.59
ord_002337,credit_card,1,859.44
ord_002338,debit_card,1,547.82
ord_002339,credit_card,1,490.01
ord_002340,voucher,1,431.76
ord_002341,credit_card,10,267.23
ord_002342,credit_card,1,523.67
ord_002343,boleto,1,485.18
ord_002344,credit_card,12,540.1
ord_002345,credit_card,6,92.52
ord_002346,credit_card,1,168.64
ord_002347,debit_card,1,387.32
ord_002348,debit_card,1,643.78
ord_002349,credit_card,2,226.52
ord_002350,boleto,1,551.54
ord_002351,boleto,1,1236.35
ord_002352,boleto,1,1476.12
ord_002353,credit_card,3,660.43
ord_002354,boleto,1,368.02
ord_002355,credit_card,2,843.7
ord_002356,boleto,1,150.91
ord_002357,debit_card,1,552.67
ord_002358,credit_card,3,96.84
ord_002359,credit_card,4,311.36
ord_002360,credit_card,12,1491.54
ord_002361,credit_card,5,1445.63
ord_002362,credit_card,3,766.71
ord_002363,credit_card,10,324.97
ord_002364,credit_card,2,236.2
ord_002365,credit_card,1,516.67
ord_002366,credit_card,8,1153.05
ord_002367,credit_card,2,469.5
ord_002368,boleto,1,289.16
ord_002369,credit_card,1,618.93
ord_002370,debit_card,1,47.47
ord_002371,boleto,1,338.0
ord_002372,boleto,1,77.98
ord_002373,credit_card,2,576.7
ord_002374,voucher,1,1107.19
ord_002375,credit_card,1,69.06
ord_002376,credit_card,3,598.39
ord_002377,boleto,1,1287.06
ord_002378,credit_card,1,627.78
ord_002379,boleto,1,1037.21
ord_002380,boleto,1,456.44
ord_002381,credit_card,3,343.54
ord_002382,boleto,1,342.17
ord_002383,voucher,1,867.54
ord_002384,boleto,1,405.5
ord_002385,credit_card,1,381.51
ord_002386,credit_card,1,506.92
ord_002387,credit_card,2,97.37
ord_002388,boleto,1,449.91
ord_002389,credit_card,3,413.11
ord_002390,credit_card,12,109.15
ord_002391,credit_card,4,589.41
ord_002392,voucher,1,455.85
ord_002393,credit_card,1,611.46
ord_002394,voucher,1,1253.73
ord_002395,credit_card,5,133.66
ord_002396,credit_card,4,821.97
ord_002397,debit_card,1,429.42
ord_002398,credit_card,8,1875.03
ord_002399,boleto,1,334.55
ord_002400,boleto,1,757.12
ord_002401,credit_card,3,382.1
ord_002402,credit_card,1,354.13
ord_002403,boleto,1,99.61
ord_002404,credit_card,1,981.11
ord_002405,debit_card,1,781.81
ord_002406,credit_card,2,368.33
ord_002407,debit_card,1,482.33
ord_002408,credit_card,10,119.41
ord_002409,credit_card,10,227.14
ord_002410,credit_card,1,2038.48
ord_002411,boleto,1,250.95
ord_002412,boleto,1,741.33
ord_002413,credit_card,2,275.7
ord_002414,debit_card,1,543.47
ord_002415,boleto,1,616.47
ord_002416,credit_card,3,89.99
ord_002417,credit_card,10,703.56
ord_002418,debit_card,1,485.6
ord_002419,boleto,1,205.81
ord_002420,voucher,1,834.44
ord_002421,credit_card,6,805.1
ord_002422,credit_card,8,315.56
ord_002423,debit_card,1,113.23
ord_002424,debit_card,1,370.73
ord_002425,credit_card,1,1601.06
ord_002426,debit_card,1,247.35
ord_002427,credit_card,12,71.08
ord_002428,boleto,1,360.54
ord_002429,credit_card,1,222.61
ord_002430,credit_card,2,291.18
ord_002431,boleto,1,603.95
ord_002432,boleto,1,1199.38
ord_002433,boleto,1,432.72
ord_002434,credit_card,6,573.31
ord_002435,credit_card,4,486.71
ord_002436,credit_card,1,741.32
ord_002437,credit_card,1,1035.67
ord_002438,credit_card,12,362.07
ord_002439,credit_card,1,454.59
ord_002440,credit_card,10,364.84
ord_002441,credit_card,1,1550.32
ord_002442,credit_card,1,238.62
ord_002443,debit_card,1,1065.4
ord_002444,voucher,1,563.29
ord_002445,boleto,1,376.29
ord_002446,boleto,1,204.77
ord_002447,boleto,1,1021.93
ord_002448,credit_card,5,34.14
ord_002449,credit_card,4,326.45
ord_002450,credit_card,6,834.29
ord_002451,credit_card,1,544.5
ord_002452,credit_card,1,340.26
ord_002453,credit_card,2,749.04
ord_002454,boleto,1,400.77
ord_002455,credit_card,6,801.89
ord_002456,debit_card,1,354.14
ord_002457,boleto,1,537.62
ord_002458,boleto,1,553.35
ord_002459,credit_card,4,403.27
ord_002460,boleto,1,1815.85
ord_002461,credit_card,2,969.15
ord_002462,debit_card,1,1091.32
ord_002463,credit_card,1,101.55
ord_002464,boleto,1,643.37
ord_002465,credit_card,4,609.75
ord_002466,debit_card,1,670.19
ord_002467,credit_card,6,460.38
ord_002468,credit_card,3,390.75
ord_002469,credit_card,10,275.21
ord_002470,boleto,1,45.55
ord_002471,credit_card,8,520.6
ord_002472,credit_card,2,962.94
ord_002473,debit_card,1,1012.11
ord_002474,credit_card,1,623.83
ord_002475,credit_card,10,1118.62
ord_002476,credit_card,10,481.54
ord_002477,credit_card,10,325.87
ord_002478,boleto,1,587.19
ord_002479,debit_card,1,319.26
ord_002480,credit_card,12,404.64
ord_002481,credit_card,8,919.14
ord_002482,boleto,1,2136.49
ord_002483,credit_card,5,104.77
ord_002484,boleto,1,1036.07
ord_002485,credit_card,2,771.11
ord_002486,credit_card,1,744.58
ord_002487,credit_card,10,1252.66
ord_002488,voucher,1,383.88
ord_002489,credit_card,1,140.6
ord_002490,boleto,1,790.1
ord_002491,boleto,1,1096.36
ord_002492,credit_card,5,111.06
ord_002493,debit_card,1,271.27
ord_002494,credit_card,3,299.05
ord_002495,boleto,1,261.39
ord_002496,debit_card,1,189.89
ord_002497,credit_card,1,158.08
ord_002498,debit_card,1,175.99
ord_002499,boleto,1,270.98
ord_002500,debit_card,1,478.8
ord_002501,debit_card,1,936.41
ord_002502,credit_card,10,682.34
ord_002503,boleto,1,792.97
ord_002504,debit_card,1,444.44
ord_002505,boleto,1,457.03
ord_002506,credit_card,2,59.47
ord_002507,credit_card,12,548.17
ord_002508,credit_card,1,196.04
ord_002509,debit_card,1,626.84
ord_002510,debit_card,1,411.06
ord_002511,credit_card,1,385.58
ord_002512,credit_card,3,405.13
ord_002513,credit_card,6,187.92
ord_002514,voucher,1,164.31
ord_002515,boleto,1,187.52
ord_002516,boleto,1,464.36
ord_002517,credit_card,4,1349.18
ord_002518,credit_card,6,162.45
ord_002519,boleto,1,152.44
ord_002520,credit_card,1,1220.54
ord_002521,credit_card,2,318.41
ord_002522,boleto,1,465.96
ord_002523,boleto,1,111.46
ord_002524,boleto,1,629.3
ord_002525,debit_card,1,229.63
ord_002526,credit_card,3,255.71
ord_002527,credit_card,8,211.0
ord_002528,boleto,1,256.96
ord_002529,credit_card,3,416.75
ord_002530,boleto,1,668.07
ord_002531,credit_card,1,554.5
ord_002532,credit_card,1,304.16
ord_002533,credit_card,10,132.93
ord_002534,boleto,1,199.62
ord_002535,debit_card,1,227.91
ord_002536,debit_card,1,615.72
ord_002537,boleto,1,227.85
ord_002538,credit_card,6,342.43
ord_002539,boleto,1,385.46
ord_002540,credit_card,5,452.97
ord_002541,credit_card,1,212.96
ord_002542,credit_card,8,611.31
ord_002543,credit_card,1,769.41
ord_002544,boleto,1,629.6
ord_002545,boleto,1,436.97
ord_002546,credit_card,1,486.38
ord_002547,credit_card,5,321.14
ord_002548,credit_card,2,569.57
ord_002549,credit_card,1,517.8
ord_002550,boleto,1,285.97
ord_002551,credit_card,1,481.62
ord_002552,credit_card,1,447.37
ord_002553,credit_card,4,320.4
ord_002554,voucher,1,107.62
ord_002555,credit_card,1,230.16
ord_002556,voucher,1,508.65
ord_002557,boleto,1,813.98
ord_002558,debit_card,1,1225.71
ord_002559,boleto,1,814.73
ord_002560,credit_card,4,686.07
ord_002561,boleto,1,653.82
ord_002562,boleto,1,195.71
ord_002563,credit_card,6,388.66
ord_002564,boleto,1,130.97
ord_002565,boleto,1,196.75
ord_002566,boleto,1,163.82
ord_002567,credit_card,8,646.44
ord_002568,credit_card,4,823.91
ord_002569,credit_card,3,610.86
ord_002570,voucher,1,252.36
ord_002571,voucher,1,546.71
ord_002572,credit_card,12,876.85
ord_002573,debit_card,1,679.1
ord_002574,credit_card,2,1194.05
ord_002575,credit_card,1,837.08
ord_002576,debit_card,1,432.7
ord_002577,credit_card,1,376.2
ord_002578,credit_card,2,560.27
ord_002579,boleto,1,1479.94
ord_002580,credit_card,8,424.3
ord_002581,credit_card,1,88.8
ord_002582,credit_card,12,447.65
ord_002583,boleto,1,589.24
ord_002584,credit_card,8,66.87
ord_002585,boleto,1,207.56
ord_002586,boleto,1,1362.12
ord_002587,boleto,1,432.58
ord_002588,boleto,1,577.01
ord_002589,voucher,1,568.26
ord_002590,credit_card,5,674.76
ord_002591,credit_card,1,114.28
ord_002592,credit_card,4,556.19
ord_002593,debit_card,1,541.7
ord_002594,credit_card,10,476.21
ord_002595,boleto,1,1375.77
ord_002596,boleto,1,622.17
ord_002597,credit_card,1,443.39
ord_002598,boleto,1,323.26
ord_002599,credit_card,1,131.81
ord_002600,debit_card,1,613.99
ord_002601,credit_card,6,150.53
ord_002602,credit_card,4,408.77
ord_002603,debit_card,1,524.61
ord_002604,credit_card,8,836.13
ord_002605,debit_card,1,416.27
ord_002606,debit_card,1,443.19
ord_002607,credit_card,2,219.14
ord_002608,boleto,1,853.99
ord_002609,boleto,1,728.79
ord_002610,credit_card,1,511.05
ord_002611,boleto,1,130.56
ord_002612,debit_card,1,383.04
ord_002613,voucher,1,740.32
ord_002614,debit_card,1,487.35
ord_002615,credit_card,10,344.5
ord_002616,boleto,1,945.88
ord_002617,credit_card,4,348.19
ord_002618,voucher,1,166.56
ord_002619,credit_card,6,130.66
ord_002620,credit_card,5,759.8
ord_002621,credit_card,4,207.86
ord_002622,credit_card,2,78.87
ord_002623,debit_card,1,441.32
ord_002624,credit_card,5,497.34
ord_002625,credit_card,8,824.71
ord_002626,credit_card,1,244.61
ord_002627,credit_card,10,858.99
ord_002628,debit_card,1,925.61
ord_002629,voucher,1,626.11
ord_002630,voucher,1,400.63
ord_002631,boleto,1,964.5
ord_002632,credit_card,1,235.44
ord_002633,debit_card,1,657.07
ord_002634,credit_card,3,312.29
ord_002635,credit_card,4,204.64
ord_002636,boleto,1,283.47
ord_002637,credit_card,3,114.21
ord_002638,credit_card,6,252.47
ord_002639,debit_card,1,385.45
ord_002640,credit_card,1,385.31
ord_002641,credit_card,4,465.87
ord_002642,boleto,1,50.26
ord_002643,boleto,1,888.47
ord_002644,credit_card,10,623.12
ord_002645,debit_card,1,474.51
ord_002646,boleto,1,509.56
ord_002647,credit_card,2,576.49
ord_002648,credit_card,1,980.75
ord_002649,credit_card,2,156.33
ord_002650,credit_card,2,325.5
ord_002651,boleto,1,275.32
ord_002652,credit_card,10,922.13
ord_002653,credit_card,1,653.38
ord_002654,boleto,1,1216.11
ord_002655,credit_card,1,322.6
ord_002656,credit_card,12,569.18
ord_002657,boleto,1,614.37
ord_002658,debit_card,1,400.48
ord_002659,boleto,1,1080.82
ord_002660,voucher,1,602.42
ord_002661,voucher,1,617.6
ord_002662,credit_card,8,209.7
ord_002663,credit_card,1,441.87
ord_002664,credit_card,5,226.57
ord_002665,credit_card,8,224.09
ord_002666,boleto,1,642.96
ord_002667,credit_card,4,1270.29
ord_002668,credit_card,1,505.67
ord_002669,credit_card,5,1074.89
ord_002670,debit_card,1,213.69
ord_002671,debit_card,1,380.16
ord_002672,credit_card,1,535.78
ord_002673,boleto,1,202.24
ord_002674,credit_card,6,154.01
ord_002675,credit_card,3,292.57
ord_002676,voucher,1,351.62
ord_002677,voucher,1,329.37
ord_002678,boleto,1,661.73
ord_002679,credit_card,5,515.43
ord_002680,voucher,1,454.09
ord_002681,voucher,1,102.51
ord_002682,credit_card,3,479.75
ord_002683,credit_card,10,371.71
ord_002684,credit_card,8,86.23
ord_002685,boleto,1,561.43
ord_002686,credit_card,5,162.85
ord_002687,debit_card,1,165.04
ord_002688,credit_card,4,632.74
ord_002689,credit_card,1,376.97
ord_002690,credit_card,1,252.61
ord_002691,credit_card,1,316.86
ord_002692,credit_card,10,1337.29
ord_002693,debit_card,1,74.78
ord_002694,credit_card,2,811.36
ord_002695,credit_card,10,620.94
ord_002696,voucher,1,579.63
ord_002697,credit_card,12,492.45
ord_002698,credit_card,3,271.87
ord_002699,debit_card,1,506.98
ord_002700,debit_card,1,341.98
ord_002701,credit_card,5,463.37
ord_002702,boleto,1,580.9
ord_002703,credit_card,4,1549.39
ord_002704,credit_card,2,311.23
ord_002705,credit_card,1,516.04
ord_002706,credit_card,2,247.7
ord_002707,boleto,1,803.84
ord_002708,credit_card,8,298.14
ord_002709,debit_card,1,431.39
ord_002710,credit_card,1,593.43
ord_002711,credit_card,4,436.46
ord_002712,credit_card,12,1114.39
ord_002713,boleto,1,739.58
ord_002714,credit_card,8,511.21
ord_002715,boleto,1,205.14
ord_002716,credit_card,6,347.66
ord_002717,credit_card,6,559.69
ord_002718,boleto,1,158.27
ord_002719,debit_card,1,765.3
ord_002720,credit_card,1,89.57
ord_002721,boleto,1,779.18
ord_002722,boleto,1,652.72
ord_002723,voucher,1,497.3
ord_002724,credit_card,1,98.82
ord_002725,debit_card,1,962.93
ord_002726,voucher,1,535.78
ord_002727,credit_card,1,684.19
ord_002728,credit_card,5,190.85
ord_002729,credit_card,12,1424.96
ord_002730,credit_card,1,628.53
ord_002731,credit_card,4,377.8
ord_002732,credit_card,2,292.11
ord_002733,boleto,1,204.19
ord_002734,debit_card,1,728.67
ord_002735,credit_card,2,724.08
ord_002736,credit_card,4,1097.33
ord_002737,boleto,1,1335.3
ord_002738,boleto,1,620.36
ord_002739,credit_card,5,326.08
ord_002740,credit_card,1,82.57
ord_002741,credit_card,3,1160.0
ord_002742,credit_card,2,1274.88
ord_002743,credit_card,3,103.11
ord_002744,boleto,1,797.28
ord_002745,credit_card,3,135.36
ord_002746,debit_card,1,350.17
ord_002747,credit_card,2,469.12
ord_002748,credit_card,1,1041.35
ord_002749,debit_card,1,781.13
ord_002750,boleto,1,824.38
ord_002751,credit_card,2,601.13
ord_002752,boleto,1,78.28
ord_002753,credit_card,1,81.31
ord_002754,credit_card,6,465.06
ord_002755,credit_card,1,215.17
ord_002756,debit_card,1,1012.54
ord_002757,boleto,1,311.75
ord_002758,boleto,1,112.36
ord_002759,voucher,1,269.81
ord_002760,credit_card,12,847.75
ord_002761,credit_card,5,682.03
ord_002762,debit_card,1,847.88
ord_002763,boleto,1,94.84
ord_002764,boleto,1,1395.61
ord_002765,boleto,1,606.52
ord_002766,boleto,1,1279.17
ord_002767,boleto,1,1325.68
ord_002768,boleto,1,928.89
ord_002769,boleto,1,542.98
ord_002770,boleto,1,565.25
ord_002771,boleto,1,1338.27
ord_002772,boleto,1,106.94
ord_002773,boleto,1,988.16
ord_002774,boleto,1,109.94
ord_002775,credit_card,5,366.33
ord_002776,boleto,1,419.03
ord_002777,credit_card,3,163.01
ord_002778,boleto,1,252.12
ord_002779,voucher,1,408.97
ord_002780,credit_card,2,222.19
ord_002781,boleto,1,417.07
ord_002782,boleto,1,369.91
ord_002783,boleto,1,174.23
ord_002784,debit_card,1,196.19
ord_002785,voucher,1,929.14
ord_002786,debit_card,1,285.49
ord_002787,credit_card,3,326.17
ord_002788,boleto,1,941.01
ord_002789,credit_card,8,132.43
ord_002790,credit_card,2,108.54
ord_002791,credit_card,1,568.55
ord_002792,credit_card,3,774.53
ord_002793,credit_card,1,317.9
ord_002794,boleto,1,1011.2
ord_002795,credit_card,4,344.28
ord_002796,credit_card,10,362.92
ord_002797,debit_card,1,63.7
ord_002798,boleto,1,486.74
ord_002799,credit_card,3,70.01
ord_002800,credit_card,3,884.22
ord_002801,boleto,1,176.22
ord_002802,boleto,1,682.21
ord_002803,debit_card,1,445.27
ord_002804,debit_card,1,728.09
ord_002805,credit_card,1,71.8
ord_002806,credit_card,6,466.63
ord_002807,boleto,1,509.3
ord_002808,boleto,1,974.62
ord_002809,credit_card,12,150.37
ord_002810,credit_card,1,1242.38
ord_002811,debit_card,1,675.26
ord_002812,credit_card,3,261.56
ord_002813,debit_card,1,515.7
ord_002814,credit_card,3,621.46
ord_002815,credit_card,1,177.14
ord_002816,credit_card,4,317.81
ord_002817,boleto,1,235.21
ord_002818,credit_card,2,660.93
ord_002819,credit_card,2,148.65
ord_002820,credit_card,1,1134.89
ord_002821,boleto,1,581.5
ord_002822,boleto,1,100.78
ord_002823,boleto,1,236.11
ord_002824,credit_card,10,1170.46
ord_002825,credit_card,3,446.5
ord_002826,debit_card,1,375.65
ord_002827,boleto,1,646.1
ord_002828,boleto,1,629.79
ord_002829,credit_card,1,1345.19
ord_002830,voucher,1,647.33
ord_002831,debit_card,1,359.09
