order_id,item_number,product_category,price,freight_value
ord_002103,2,books_general_interest,375.98,31.87
ord_002103,3,housewares,330.24,18.53
ord_002104,1,toys,190.96,39.45
ord_002105,1,housewares,240.21,29.02
ord_002106,1,food_drink,419.39,39.9
ord_002107,1,stationery,330.52,23.42
ord_002107,2,pet_shop,365.62,22.0
ord_002108,1,auto,310.89,43.42
ord_002109,1,telephony,109.37,15.3
ord_002110,1,furniture_decor,651.69,34.94
ord_002110,2,sports_leisure,500.76,43.59
ord_002110,3,stationery,448.94,22.53
ord_002111,1,pet_shop,171.0,25.84
ord_002112,1,housewares,642.78,41.79
ord_002113,1,toys,522.49,12.11
ord_002114,1,computers_accessories,43.99,35.19
ord_002115,1,computers_accessories,593.2,25.78
ord_002116,1,computers_accessories,602.05,23.86
ord_002117,1,health_beauty,474.22,10.28
ord_002117,2,auto,276.02,9.08
ord_002118,1,watches_gifts,131.68,33.37
ord_002118,2,health_beauty,373.29,21.86
ord_002119,1,cool_stuff,622.18,33.09
ord_002120,1,computers_accessories,620.56,28.4
ord_002120,2,health_beauty,165.92,33.39
ord_002120,3,sports_leisure,481.53,39.64
ord_002121,1,stationery,41.75,10.06
ord_002122,1,watches_gifts,326.78,28.03
ord_002123,1,cool_stuff,624.59,44.29
ord_002124,1,fashion_bags_accessories,326.83,8.49
ord_002125,1,housewares,302.69,25.23
ord_002126,1,furniture_decor,405.92,36.69
ord_002127,1,bed_bath_table,395.2,40.45
ord_002128,1,health_beauty,327.86,31.88
ord_002129,1,pet_shop,630.58,29.36
ord_002130,1,pet_shop,99.8,33.33
ord_002130,2,sports_leisure,251.91,33.37
ord_002131,1,stationery,90.25,8.04
ord_002132,1,cool_stuff,49.81,38.6
ord_002133,1,books_general_interest,276.8,32.78
ord_002134,1,cool_stuff,32.83,14.53
ord_002135,1,auto,126.52,11.03
ord_002136,1,garden_tools,566.28,23.62
ord_002136,2,telephony,490.28,24.7
ord_002136,3,furniture_decor,705.83,14.18
ord_002137,1,toys,149.11,18.79
ord_002138,1,toys,520.6,22.63
ord_002138,2,telephony,512.44,30.49
ord_002139,1,babies,305.71,30.15
ord_002139,2,bed_bath_table,245.61,19.04
ord_002140,1,housewares,123.53,35.18
ord_002140,2,auto,297.07,17.82
ord_002141,1,bed_bath_table,587.36,11.35
ord_002141,2,pet_shop,593.51,27.17
ord_002142,1,babies,63.5,21.21
ord_002143,1,stationery,352.74,40.47
ord_002144,1,electronics,264.27,38.57
ord_002145,1,electronics,683.5,25.41
ord_002145,2,auto,401.62,27.97
ord_002145,3,housewares,260.49,18.9
ord_002146,1,bed_bath_table,287.91,24.95
ord_002146,2,housewares,354.94,37.92
ord_002147,1,watches_gifts,612.35,20.23
ord_002147,2,sports_leisure,340.58,40.69
ord_002147,3,perfumery,628.71,16.72
ord_002147,4,bed_bath_table,597.97,42.27
ord_002148,1,auto,226.37,44.67
ord_002149,1,sports_leisure,202.07,30.35
ord_002149,2,computers_accessories,670.26,20.93
ord_002149,3,health_beauty,578.3,44.3
ord_002149,4,computers_accessories,682.64,13.04
ord_002150,1,pet_shop,79.86,9.3
ord_002150,2,auto,300.44,42.18
ord_002151,1,computers_accessories,555.0,18.52
ord_002152,1,housewares,553.12,28.63
ord_002153,1,computers_accessories,311.43,30.1
ord_002154,1,stationery,595.94,27.36
ord_002155,1,perfumery,126.51,26.56
ord_002156,1,health_beauty,406.73,28.55
ord_002156,2,books_general_interest,72.89,35.14
ord_002157,1,stationery,490.6,28.17
ord_002157,2,health_beauty,614.91,33.99
ord_002158,1,pet_shop,321.78,28.76
ord_002159,1,furniture_decor,737.76,36.0
ord_002160,1,electronics,393.38,31.84
ord_002160,2,perfumery,50.52,20.23
ord_002161,1,health_beauty,233.69,42.21
ord_002161,2,housewares,593.87,19.55
ord_002162,1,auto,638.0,37.44
ord_002162,2,fashion_bags_accessories,639.25,32.02
ord_002163,1,sports_leisure,567.1,25.03
ord_002163,2,watches_gifts,549.29,44.5
ord_002164,1,sports_leisure,134.01,14.6
ord_002165,1,garden_tools,283.76,13.98
ord_002166,1,housewares,30.26,28.54
ord_002167,1,food_drink,331.74,40.08
ord_002168,1,auto,616.12,21.54
ord_002169,1,housewares,120.22,36.38
ord_002170,1,furniture_decor,427.82,29.03
ord_002170,2,telephony,250.49,21.61
ord_002171,1,fashion_bags_accessories,622.74,18.59
ord_002172,1,stationery,613.43,41.09
ord_002173,1,garden_tools,132.46,19.08
ord_002174,1,computers_accessories,533.75,17.7
ord_002175,1,bed_bath_table,122.02,44.7
ord_002175,2,fashion_bags_accessories,196.44,35.26
ord_002176,1,bed_bath_table,471.2,32.42
ord_002177,1,books_general_interest,165.28,13.69
ord_002178,1,cool_stuff,315.35,23.22
ord_002178,2,telephony,450.37,36.0
ord_002179,1,perfumery,408.22,40.67
ord_002180,1,watches_gifts,397.49,28.57
ord_002181,1,bed_bath_table,380.58,29.83
ord_002181,2,watches_gifts,59.52,16.03
ord_002182,1,housewares,644.73,44.03
ord_002183,1,fashion_bags_accessories,518.67,38.59
ord_002184,1,sports_leisure,248.6,9.03
ord_002184,2,housewares,177.62,27.21
ord_002184,3,perfumery,234.04,38.58
ord_002185,1,perfumery,147.69,22.59
ord_002185,2,babies,435.46,43.51
ord_002186,1,fashion_bags_accessories,494.45,44.13
ord_002187,1,bed_bath_table,234.31,30.48
ord_002187,2,computers_accessories,512.49,38.98
ord_002188,1,bed_bath_table,83.64,33.2
ord_002189,1,sports_leisure,152.29,15.97
ord_002190,1,fashion_bags_accessories,123.65,25.32
ord_002191,1,health_beauty,252.38,42.99
ord_002191,2,cool_stuff,241.1,44.96
ord_002192,1,health_beauty,491.88,23.85
ord_002193,1,bed_bath_table,456.23,23.21
ord_002194,1,computers_accessories,424.9,11.27
ord_002195,1,bed_bath_table,80.68,35.72
ord_002196,1,watches_gifts,90.1,19.36
ord_002197,1,furniture_decor,605.01,17.98
ord_002197,2,pet_shop,592.7,14.49
ord_002198,1,pet_shop,527.42,15.34
ord_002199,1,bed_bath_table,161.6,8.26
ord_002199,2,bed_bath_table,396.62,23.31
ord_002200,1,auto,428.79,34.89
ord_002201,1,auto,301.37,44.25
ord_002202,1,health_beauty,525.24,37.26
ord_002203,1,cool_stuff,315.9,25.15
ord_002204,1,cool_stuff,208.6,14.71
ord_002205,1,housewares,456.52,43.86
ord_002205,2,electronics,127.17,20.68
ord_002206,1,sports_leisure,492.05,29.65
ord_002207,1,cool_stuff,451.15,33.29
ord_002208,1,food_drink,483.42,16.86
ord_002209,1,electronics,680.24,19.6
ord_002209,2,furniture_decor,143.12,44.87
ord_002210,1,garden_tools,379.35,28.53
ord_002210,2,garden_tools,45.66,13.13
ord_002211,1,fashion_bags_accessories,477.88,10.4
ord_002212,1,telephony,88.66,23.41
ord_002213,1,furniture_decor,269.98,35.06
ord_002214,1,housewares,473.22,25.87
ord_002215,1,furniture_decor,161.97,42.46
ord_002216,1,bed_bath_table,274.78,23.02
ord_002216,2,cool_stuff,109.24,23.92
ord_002216,3,books_general_interest,550.68,28.32
ord_002216,4,sports_leisure,377.64,44.91
ord_002217,1,pet_shop,314.97,38.78
ord_002218,1,watches_gifts,480.57,42.0
ord_002219,1,fashion_bags_accessories,163.96,26.67
ord_002219,2,telephony,441.97,33.59
ord_002219,3,housewares,208.34,24.29
ord_002220,1,furniture_decor,280.9,12.93
ord_002221,1,furniture_decor,728.69,37.84
ord_002222,1,health_beauty,486.93,32.54
ord_002223,1,babies,507.48,9.45
ord_002223,2,computers_accessories,296.05,24.01
ord_002224,1,housewares,416.88,29.96
ord_002225,1,housewares,161.4,44.74
ord_002226,1,babies,330.78,14.54
ord_002226,2,furniture_decor,498.07,11.77
ord_002227,1,fashion_bags_accessories,144.8,24.49
ord_002228,1,watches_gifts,353.69,21.58
ord_002228,2,garden_tools,629.85,12.73
ord_002229,1,garden_tools,492.99,33.42
ord_002230,1,furniture_decor,620.39,33.57
ord_002231,1,health_beauty,107.37,38.48
ord_002232,1,watches_gifts,418.64,29.17
ord_002233,1,auto,29.51,14.1
ord_002234,1,health_beauty,22.42,24.13
ord_002234,2,fashion_bags_accessories,482.64,27.39
ord_002235,1,telephony,352.75,17.12
ord_002235,2,watches_gifts,242.57,30.78
ord_002236,1,perfumery,168.68,33.05
ord_002237,1,cool_stuff,278.37,24.11
ord_002238,1,electronics,32.46,13.42
ord_002239,1,housewares,472.08,38.59
ord_002240,1,bed_bath_table,75.98,12.58
ord_002241,1,stationery,299.02,36.45
ord_002242,1,computers_accessories,67.61,38.2
ord_002243,1,bed_bath_table,196.33,35.8
ord_002243,2,babies,469.52,23.48
ord_002243,3,pet_shop,545.47,17.43
ord_002244,1,food_drink,34.05,20.27
ord_002245,1,bed_bath_table,350.7,35.89
ord_002246,1,bed_bath_table,115.17,19.96
ord_002247,1,garden_tools,183.41,16.22
ord_002248,1,furniture_decor,46.08,16.7
ord_002249,1,telephony,52.21,25.65
ord_002249,2,sports_leisure,190.39,23.92
ord_002249,3,books_general_interest,92.8,35.44
ord_002250,1,computers_accessories,277.89,20.99
ord_002250,2,toys,465.95,34.31
ord_002251,1,sports_leisure,98.2,28.12
ord_002252,1,furniture_decor,724.96,15.14
ord_002253,1,bed_bath_table,252.99,10.03
ord_002253,2,perfumery,430.34,11.35
ord_002253,3,furniture_decor,488.55,29.4
ord_002254,1,babies,381.01,27.69
ord_002255,1,health_beauty,118.46,38.92
ord_002256,1,telephony,146.79,19.8
ord_002257,1,bed_bath_table,48.12,44.7
ord_002257,2,sports_leisure,569.22,10.7
ord_002258,1,bed_bath_table,453.47,41.16
ord_002259,1,furniture_decor,80.12,29.65
ord_002259,2,auto,121.69,18.54
ord_002259,3,computers_accessories,705.87,15.52
ord_002259,4,bed_bath_table,92.11,52.51
ord_002260,1,housewares,472.61,13.02
ord_002261,1,babies,552.09,40.61
ord_002261,2,auto,417.12,29.12
ord_002261,3,computers_accessories,471.52,43.77
ord_002261,4,furniture_decor,303.29,11.29
ord_002262,1,fashion_bags_accessories,503.11,17.37
ord_002262,2,cool_stuff,527.62,39.07
ord_002262,3,fashion_bags_accessories,460.43,33.6
ord_002263,1,furniture_decor,696.6,8.43
ord_002264,1,computers_accessories,479.72,33.32
ord_002265,1,garden_tools,25.21,30.95
ord_002266,1,sports_leisure,272.96,22.45
ord_002267,1,computers_accessories,407.0,18.86
ord_002267,2,cool_stuff,580.24,19.85
ord_002267,3,books_general_interest,100.57,36.95
ord_002267,4,auto,97.22,37.85
ord_002268,1,furniture_decor,450.49,17.99
ord_002268,2,food_drink,571.34,30.0
ord_002269,1,auto,43.45,10.33
ord_002270,1,cool_stuff,542.78,8.03
ord_002271,1,perfumery,20.24,21.32
ord_002272,1,pet_shop,411.03,18.66
ord_002273,1,sports_leisure,487.55,34.84
ord_002274,1,auto,523.23,22.92
ord_002275,1,bed_bath_table,87.87,42.43
ord_002275,2,health_beauty,73.88,26.21
ord_002276,1,electronics,153.75,23.11
ord_002277,1,perfumery,568.05,40.07
ord_002277,2,computers_accessories,652.86,19.12
ord_002277,3,watches_gifts,353.57,15.23
ord_002277,4,perfumery,328.68,31.18
ord_002278,1,perfumery,366.5,20.25
ord_002279,1,computers_accessories,774.9,34.22
ord_002280,1,bed_bath_table,549.67,15.96
ord_002281,1,garden_tools,320.29,18.93
ord_002282,1,stationery,240.72,29.86
ord_002283,1,toys,554.88,11.58
ord_002284,1,telephony,33.09,8.93
ord_002285,1,auto,531.71,34.53
ord_002286,1,babies,98.08,21.56
ord_002286,2,telephony,331.95,17.44
ord_002286,3,housewares,635.8,16.12
ord_002286,4,health_beauty,588.42,29.58
ord_002287,1,computers_accessories,258.76,15.65
ord_002287,2,health_beauty,213.24,42.85
ord_002287,3,cool_stuff,588.49,16.08
ord_002288,1,computers_accessories,358.89,44.93
ord_002289,1,health_beauty,629.08,37.14
ord_002289,2,garden_tools,95.68,29.5
ord_002290,1,cool_stuff,151.84,15.62
ord_002291,1,computers_accessories,564.44,22.69
ord_002292,1,sports_leisure,572.71,28.81
ord_002292,2,health_beauty,345.74,19.44
ord_002293,1,bed_bath_table,495.79,8.7
ord_002294,1,furniture_decor,317.86,44.44
ord_002295,1,health_beauty,556.76,15.16
ord_002295,2,auto,228.65,26.37
ord_002295,3,housewares,307.87,27.23
ord_002296,1,telephony,386.36,16.14
ord_002297,1,health_beauty,400.96,8.48
ord_002297,2,babies,554.45,12.25
ord_002298,1,computers_accessories,226.79,30.88
ord_002298,2,perfumery,181.08,29.65
ord_002299,1,sports_leisure,307.27,30.41
ord_002299,2,furniture_decor,538.61,37.63
ord_002299,3,telephony,621.88,20.68
ord_002300,1,housewares,635.91,29.61
ord_002301,1,toys,375.43,24.24
ord_002302,1,health_beauty,502.82,26.09
ord_002303,1,babies,478.65,39.45
ord_002304,1,perfumery,37.18,35.98
ord_002305,1,babies,617.55,41.88
ord_002306,1,computers_accessories,681.49,40.36
ord_002307,1,sports_leisure,296.06,10.9
ord_002308,1,perfumery,168.25,26.32
ord_002309,1,sports_leisure,572.23,16.77
ord_002310,1,cool_stuff,251.14,22.91
ord_002311,1,sports_leisure,510.81,25.56
ord_002312,1,bed_bath_table,80.63,37.68
ord_002313,1,housewares,426.3,17.86
ord_002313,2,pet_shop,515.81,41.33
ord_002313,3,electronics,634.97,17.16
ord_002314,1,food_drink,380.48,38.27
ord_002315,1,health_beauty,204.88,27.16
ord_002316,1,sports_leisure,151.5,19.89
ord_002317,1,perfumery,450.77,23.17
ord_002318,1,housewares,419.18,41.83
ord_002319,1,health_beauty,327.41,17.38
ord_002320,1,housewares,227.39,33.66
ord_002320,2,toys,22.43,29.41
ord_002320,3,perfumery,413.76,35.89
ord_002321,1,perfumery,447.26,19.15
ord_002322,1,computers_accessories,734.44,32.42
ord_002323,1,watches_gifts,535.17,17.06
ord_002323,2,garden_tools,262.62,44.48
ord_002324,1,fashion_bags_accessories,364.77,32.38
ord_002324,2,books_general_interest,647.79,29.74
ord_002324,3,bed_bath_table,647.36,43.95
ord_002324,4,bed_bath_table,412.72,21.75
ord_002325,1,health_beauty,616.71,32.36
ord_002326,1,pet_shop,33.64,30.1
ord_002326,2,telephony,525.06,18.18
ord_002326,3,toys,53.18,14.66
ord_002327,1,sports_leisure,142.3,32.58
ord_002328,1,bed_bath_table,350.5,12.6
ord_002328,2,auto,374.8,41.67
ord_002329,1,telephony,576.96,29.72
ord_002329,2,watches_gifts,490.28,18.02
ord_002330,1,electronics,174.52,27.06
ord_002331,1,perfumery,512.49,32.47
ord_002332,1,garden_tools,551.55,17.69
ord_002332,2,housewares,261.18,32.98
ord_002333,1,telephony,430.55,18.66
ord_002334,1,furniture_decor,595.51,36.62
ord_002335,1,perfumery,205.52,36.4
ord_002336,1,sports_leisure,299.08,39.51
ord_002337,1,furniture_decor,831.19,28.25
ord_002338,1,watches_gifts,515.44,32.38
ord_002339,1,sports_leisure,481.24,8.77
ord_002340,1,health_beauty,413.54,18.22
ord_002341,1,garden_tools,228.49,38.74
ord_002342,1,pet_shop,500.32,23.35
ord_002343,1,bed_bath_table,142.59,25.53
ord_002343,2,furniture_decor,291.61,25.45
ord_002344,1,fashion_bags_accessories,509.31,30.79
ord_002345,1,bed_bath_table,70.88,21.64
ord_002346,1,telephony,135.56,33.08
ord_002347,1,garden_tools,344.41,42.91
ord_002348,1,computers_accessories,393.29,22.95
ord_002348,2,perfumery,188.34,39.2
ord_002349,1,sports_leisure,191.59,34.93
ord_002350,1,computers_accessories,384.65,37.04
ord_002350,2,furniture_decor,96.21,33.64
ord_002351,1,sports_leisure,532.81,16.04
ord_002351,2,toys,406.54,20.39
ord_002351,3,bed_bath_table,222.67,37.9
ord_002352,1,electronics,794.43,37.79
ord_002352,2,sports_leisure,621.52,22.38
ord_002353,1,sports_leisure,505.29,31.32
ord_002353,2,fashion_bags_accessories,101.62,22.2
ord_002354,1,bed_bath_table,341.82,26.2
ord_002355,1,furniture_decor,337.35,37.6
ord_002355,2,fashion_bags_accessories,444.12,24.63
ord_002356,1,electronics,128.27,22.64
ord_002357,1,health_beauty,38.13,23.21
ord_002357,2,sports_leisure,290.84,15.14
ord_002357,3,sports_leisure,175.78,9.57
ord_002358,1,sports_leisure,67.59,29.25
ord_002359,1,electronics,283.25,28.11
ord_002360,1,health_beauty,326.13,29.87
ord_002360,2,cool_stuff,509.93,12.77
ord_002360,3,health_beauty,75.83,22.88
ord_002360,4,stationery,487.43,26.7
ord_002361,1,garden_tools,544.25,18.93
ord_002361,2,babies,273.08,30.87
ord_002361,3,bed_bath_table,553.0,25.5
ord_002362,1,furniture_decor,735.49,31.22
ord_002363,1,watches_gifts,304.42,20.55
ord_002364,1,computers_accessories,224.98,11.22
ord_002365,1,bed_bath_table,499.4,17.27
ord_002366,1,health_beauty,474.75,12.17
ord_002366,2,bed_bath_table,624.7,41.43
ord_002367,1,health_beauty,458.12,11.38
ord_002368,1,books_general_interest,25.6,40.01
ord_002368,2,sports_leisure,193.99,29.56
ord_002369,1,electronics,602.52,16.41
ord_002370,1,health_beauty,36.92,10.55
ord_002371,1,computers_accessories,320.83,17.17
ord_002372,1,auto,48.61,29.37
ord_002373,1,housewares,541.07,35.63
ord_002374,1,garden_tools,374.03,25.42
ord_002374,2,housewares,548.76,27.95
ord_002374,3,computers_accessories,109.02,22.01
ord_002375,1,perfumery,58.94,10.12
ord_002376,1,health_beauty,579.75,18.64
ord_002377,1,fashion_bags_accessories,540.8,44.23
ord_002377,2,furniture_decor,186.77,39.11
ord_002377,3,housewares,436.61,39.54
ord_002378,1,health_beauty,613.04,14.74
ord_002379,1,bed_bath_table,371.31,26.96
ord_002379,2,electronics,629.96,8.98
ord_002380,1,bed_bath_table,311.77,9.81
ord_002380,2,health_beauty,101.32,33.54
ord_002381,1,auto,309.73,33.81
ord_002382,1,bed_bath_table,326.69,15.48
ord_002383,1,books_general_interest,91.28,15.57
ord_002383,2,computers_accessories,725.7,34.99
ord_002384,1,furniture_decor,369.86,35.64
ord_002385,1,housewares,338.59,42.92
ord_002386,1,telephony,492.35,14.57
ord_002387,1,babies,86.08,11.29
ord_002388,1,bed_bath_table,422.29,27.62
ord_002389,1,bed_bath_table,394.87,18.24
ord_002390,1,cool_stuff,92.61,16.54
ord_002391,1,telephony,190.83,34.69
ord_002391,2,electronics,327.84,36.05
ord_002392,1,books_general_interest,440.02,15.83
ord_002393,1,telephony,586.46,25.0
ord_002394,1,health_beauty,403.5,15.29
ord_002394,2,telephony,273.4,21.97
ord_002394,3,babies,307.49,8.18
ord_002394,4,watches_gifts,215.29,8.61
ord_002395,1,bed_bath_table,107.65,26.01
ord_002396,1,toys,335.63,40.46
ord_002396,2,telephony,403.17,42.71
ord_002397,1,housewares,417.69,11.73
ord_002398,1,computers_accessories,714.21,40.52
ord_002398,2,health_beauty,133.98,38.79
ord_002398,3,furniture_decor,286.41,23.4
ord_002398,4,health_beauty,594.14,43.58
ord_002399,1,sports_leisure,202.39,18.22
ord_002399,2,computers_accessories,70.73,43.21
ord_002400,1,sports_leisure,377.38,39.57
ord_002400,2,bed_bath_table,295.35,44.82
ord_002401,1,bed_bath_table,123.24,18.77
ord_002401,2,bed_bath_table,229.6,10.49
ord_002402,1,computers_accessories,316.4,37.73
ord_002403,1,garden_tools,77.8,21.81
ord_002404,1,electronics,550.4,11.8
ord_002404,2,sports_leisure,377.22,41.69
ord_002405,1,telephony,383.61,18.53
ord_002405,2,health_beauty,219.12,8.21
ord_002405,3,health_beauty,118.05,34.29
ord_002406,1,pet_shop,341.07,27.26
ord_002407,1,housewares,439.2,43.13
ord_002408,1,health_beauty,87.19,32.22
ord_002409,1,pet_shop,199.04,28.1
ord_002410,1,health_beauty,646.82,19.59
ord_002410,2,stationery,629.38,40.6
ord_002410,3,health_beauty,355.93,24.32
ord_002410,4,bed_bath_table,299.6,22.24
ord_002411,1,books_general_interest,207.01,43.94
ord_002412,1,bed_bath_table,168.1,16.09
ord_002412,2,bed_bath_table,517.52,39.62
ord_002413,1,health_beauty,234.94,40.76
ord_002414,1,cool_stuff,163.55,28.38
ord_002414,2,auto,154.4,32.33
ord_002414,3,toys,122.48,42.33
ord_002415,1,pet_shop,598.32,18.15
ord_002416,1,bed_bath_table,66.21,23.78
ord_002417,1,pet_shop,647.88,8.12
ord_002417,2,housewares,18.89,28.67
ord_002418,1,housewares,462.26,23.34
ord_002419,1,cool_stuff,191.47,14.34
ord_002420,1,telephony,237.9,11.56
ord_002420,2,computers_accessories,563.87,21.11
ord_002421,1,electronics,788.61,16.49
ord_002422,1,sports_leisure,281.58,33.98
ord_002423,1,babies,86.14,27.09
ord_002424,1,electronics,283.79,13.14
ord_002424,2,babies,59.83,13.97
ord_002425,1,sports_leisure,642.4,41.21
ord_002425,2,pet_shop,334.96,13.99
ord_002425,3,sports_leisure,533.42,35.08
ord_002426,1,auto,204.13,43.22
ord_002427,1,bed_bath_table,43.92,27.16
ord_002428,1,telephony,318.69,41.85
ord_002429,1,cool_stuff,209.81,12.8
ord_002430,1,sports_leisure,247.66,43.52
ord_002431,1,electronics,591.12,12.83
ord_002432,1,watches_gifts,469.22,41.53
ord_002432,2,babies,326.85,25.62
ord_002432,3,computers_accessories,325.81,10.35
ord_002433,1,housewares,418.77,13.95
ord_002434,1,watches_gifts,541.44,31.87
ord_002435,1,toys,477.23,9.48
ord_002436,1,garden_tools,166.4,22.48
ord_002436,2,health_beauty,244.68,18.32
ord_002436,3,furniture_decor,177.35,16.71
ord_002436,4,health_beauty,66.53,28.85
ord_002437,1,bed_bath_table,240.5,24.97
ord_002437,2,garden_tools,133.05,33.41
ord_002437,3,furniture_decor,582.86,20.88
ord_002438,1,auto,334.62,27.45
ord_002439,1,toys,446.25,8.34
ord_002440,1,auto,356.26,8.58
ord_002441,1,health_beauty,290.21,36.47
ord_002441,2,furniture_decor,801.43,26.41
ord_002441,3,auto,372.47,23.33
ord_002442,1,sports_leisure,201.54,37.08
ord_002443,1,telephony,529.91,10.21
ord_002443,2,sports_leisure,507.63,17.65
ord_002444,1,sports_leisure,549.34,13.95
ord_002445,1,sports_leisure,101.3,11.1
ord_002445,2,sports_leisure,241.87,22.02
ord_002446,1,sports_leisure,168.69,36.08
ord_002447,1,toys,224.93,22.06
ord_002447,2,furniture_decor,742.09,32.85
ord_002448,1,bed_bath_table,22.35,11.79
ord_002449,1,garden_tools,284.13,42.32
ord_002450,1,computers_accessories,814.72,19.57
ord_002451,1,health_beauty,499.62,44.88
ord_002452,1,furniture_decor,45.42,37.57
ord_002452,2,health_beauty,235.56,21.71
ord_002453,1,housewares,43.94,26.39
ord_002453,2,garden_tools,70.9,33.39
ord_002453,3,fashion_bags_accessories,536.51,37.91
ord_002454,1,books_general_interest,374.09,26.68
ord_002455,1,stationery,262.76,28.21
ord_002455,2,health_beauty,485.99,24.93
ord_002456,1,garden_tools,256.2,29.56
ord_002456,2,health_beauty,29.06,39.32
ord_002457,1,computers_accessories,492.93,44.69
ord_002458,1,stationery,519.2,34.15
ord_002459,1,auto,386.15,17.12
ord_002460,1,computers_accessories,668.64,26.48
ord_002460,2,books_general_interest,376.89,34.86
ord_002460,3,furniture_decor,678.61,30.37
ord_002461,1,cool_stuff,328.06,40.34
ord_002461,2,auto,563.11,37.64
ord_002462,1,computers_accessories,569.0,12.79
ord_002462,2,computers_accessories,400.61,41.97
ord_002462,3,sports_leisure,34.3,32.65
ord_002463,1,bed_bath_table,92.96,8.59
ord_002464,1,health_beauty,615.91,27.46
ord_002465,1,sports_leisure,593.27,16.48
ord_002466,1,health_beauty,538.79,20.75
ord_002466,2,bed_bath_table,102.6,8.05
ord_002467,1,fashion_bags_accessories,438.22,22.16
ord_002468,1,bed_bath_table,375.55,15.2
ord_002469,1,books_general_interest,81.96,12.82
ord_002469,2,housewares,137.41,43.02
ord_002470,1,fashion_bags_accessories,32.02,13.53
ord_002471,1,health_beauty,493.27,27.33
ord_002472,1,babies,590.9,41.07
ord_002472,2,watches_gifts,309.99,20.98
ord_002473,1,electronics,750.88,18.47
ord_002473,2,bed_bath_table,228.5,14.26
ord_002474,1,furniture_decor,597.9,25.93
ord_002475,1,health_beauty,172.55,23.26
ord_002475,2,sports_leisure,264.77,24.48
ord_002475,3,housewares,621.7,11.86
ord_002476,1,books_general_interest,448.06,33.48
ord_002477,1,sports_leisure,285.35,40.52
ord_002478,1,watches_gifts,544.56,42.63
ord_002479,1,stationery,305.66,13.6
ord_002480,1,furniture_decor,394.7,9.94
ord_002481,1,stationery,179.26,17.13
ord_002481,2,stationery,362.08,18.01
ord_002481,3,bed_bath_table,39.94,31.25
ord_002481,4,health_beauty,233.8,37.67
ord_002482,1,perfumery,624.53,32.72
ord_002482,2,food_drink,115.99,43.25
ord_002482,3,pet_shop,507.96,12.36
ord_002482,4,furniture_decor,755.04,44.64
ord_002483,1,toys,88.11,16.66
ord_002484,1,babies,150.16,32.17
ord_002484,2,bed_bath_table,620.62,9.14
ord_002484,3,books_general_interest,185.6,38.38
ord_002485,1,watches_gifts,406.5,33.15
ord_002485,2,pet_shop,296.82,34.64
ord_002486,1,toys,172.18,24.47
ord_002486,2,pet_shop,512.8,35.13
ord_002487,1,computers_accessories,435.33,33.99
ord_002487,2,computers_accessories,741.8,41.54
ord_002488,1,sports_leisure,357.4,26.48
ord_002489,1,housewares,124.93,15.67
ord_002490,1,electronics,777.56,12.54
ord_002491,1,sports_leisure,510.66,23.54
ord_002491,2,stationery,321.69,21.45
ord_002491,3,babies,183.86,35.16
ord_002492,1,bed_bath_table,77.69,33.37
ord_002493,1,computers_accessories,227.28,43.99
ord_002494,1,furniture_decor,284.2,14.85
ord_002495,1,furniture_decor,247.23,14.16
ord_002496,1,toys,162.42,27.47
ord_002497,1,bed_bath_table,118.01,40.07
ord_002498,1,bed_bath_table,86.14,40.15
ord_002498,2,sports_leisure,28.62,21.08
ord_002499,1,furniture_decor,247.73,23.25
ord_002500,1,housewares,467.51,11.29
ord_002501,1,watches_gifts,526.56,21.15
ord_002501,2,fashion_bags_accessories,356.12,32.58
ord_002502,1,perfumery,645.67,36.67
ord_002503,1,computers_accessories,750.34,42.63
ord_002504,1,cool_stuff,399.94,44.5
ord_002505,1,cool_stuff,444.32,12.71
ord_002506,1,bed_bath_table,41.33,18.14
ord_002507,1,sports_leisure,517.91,30.26
ord_002508,1,sports_leisure,164.24,31.8
ord_002509,1,health_beauty,617.02,9.82
ord_002510,1,food_drink,373.78,37.28
ord_002511,1,bed_bath_table,368.86,16.72
ord_002512,1,computers_accessories,380.71,24.42
ord_002513,1,fashion_bags_accessories,171.89,16.03
ord_002514,1,garden_tools,146.89,17.42
ord_002515,1,furniture_decor,168.86,18.66
ord_002516,1,books_general_interest,452.3,12.06
ord_002517,1,toys,68.52,35.36
ord_002517,2,computers_accessories,575.34,44.37
ord_002517,3,bed_bath_table,603.1,22.49
ord_002518,1,sports_leisure,148.52,13.93
ord_002519,1,housewares,110.41,42.03
ord_002520,1,stationery,600.31,19.83
ord_002520,2,housewares,50.8,41.89
ord_002520,3,health_beauty,491.64,16.07
ord_002521,1,housewares,298.17,20.24
ord_002522,1,garden_tools,154.84,34.33
ord_002522,2,babies,239.6,37.19
ord_002523,1,health_beauty,91.89,19.57
ord_002524,1,computers_accessories,600.35,28.95
ord_002525,1,housewares,214.88,14.75
ord_002526,1,cool_stuff,229.95,25.76
ord_002527,1,computers_accessories,196.16,14.84
ord_002528,1,perfumery,212.74,44.22
ord_002529,1,stationery,375.53,41.22
ord_002530,1,sports_leisure,649.19,18.88
ord_002531,1,computers_accessories,521.05,33.45
ord_002532,1,books_general_interest,25.41,20.1
ord_002532,2,telephony,227.22,31.43
ord_002533,1,cool_stuff,115.86,17.07
ord_002534,1,auto,168.01,31.61
