order_id,customer_id,order_status,order_purchase_timestamp,order_delivered_customer_date,order_estimated_delivery_date,customer_state,review_score
ord_002067,cust_06119,canceled,2018-06-11 07:05:00,,2018-06-25 07:05:00,RS,
ord_002068,cust_03075,delivered,2017-02-22 17:43:00,2017-03-10 17:43:00,2017-03-02 17:43:00,GO,2
ord_002069,cust_00502,delivered,2017-09-26 14:31:00,2017-10-05 14:31:00,2017-10-03 14:31:00,SP,4
ord_002070,cust_04344,delivered,2017-05-24 01:13:00,2017-06-05 01:13:00,2017-06-04 01:13:00,MG,2
ord_002071,cust_03387,delivered,2017-04-30 16:27:00,2017-05-20 16:27:00,2017-05-22 16:27:00,SP,5
ord_002072,cust_02243,canceled,2017-09-07 09:50:00,,2017-09-24 09:50:00,SP,
ord_002073,cust_01222,delivered,2018-02-16 18:58:00,2018-03-04 18:58:00,2018-02-28 18:58:00,CE,5
ord_002074,cust_01527,delivered,2018-03-01 17:16:00,2018-03-11 17:16:00,2018-03-06 17:16:00,SP,2
ord_002075,cust_00379,delivered,2017-01-25 15:33:00,2017-02-01 15:33:00,2017-01-30 15:33:00,RJ,4
ord_002076,cust_05245,delivered,2017-06-20 17:33:00,2017-06-30 17:33:00,2017-06-30 17:33:00,PA,5
ord_002077,cust_03833,delivered,2018-02-27 09:46:00,2018-03-07 09:46:00,2018-03-12 09:46:00,SP,5
ord_002078,cust_01435,delivered,2017-12-19 15:37:00,2017-12-29 15:37:00,2017-12-24 15:37:00,RS,4
ord_002079,cust_02940,delivered,2018-08-16 11:22:00,2018-08-23 11:22:00,2018-08-21 11:22:00,PI,4
ord_002080,cust_03207,canceled,2018-04-12 00:45:00,,2018-05-03 00:45:00,RN,
ord_002081,cust_01313,delivered,2018-07-23 11:54:00,2018-08-03 11:54:00,2018-07-28 11:54:00,RJ,3
ord_002082,cust_01197,delivered,2017-06-20 15:40:00,2017-07-02 15:40:00,2017-07-04 15:40:00,RS,5
ord_002083,cust_02892,delivered,2017-10-25 14:09:00,2017-11-04 14:09:00,2017-11-09 14:09:00,BA,4
ord_002084,cust_05516,delivered,2017-06-14 13:44:00,2017-06-22 13:44:00,2017-06-19 13:44:00,SP,1
ord_002085,cust_05811,delivered,2018-01-08 20:02:00,2018-01-20 20:02:00,2018-01-14 20:02:00,SP,4
ord_002086,cust_00105,delivered,2017-01-11 23:08:00,2017-01-25 23:08:00,2017-01-28 23:08:00,SP,4
ord_002087,cust_03742,canceled,2017-07-29 14:27:00,,2017-08-08 14:27:00,SP,
ord_002088,cust_05015,delivered,2018-07-26 13:43:00,2018-08-01 13:43:00,2018-07-31 13:43:00,RJ,1
ord_002089,cust_03202,delivered,2018-04-21 00:43:00,2018-05-10 00:43:00,2018-05-04 00:43:00,SP,3
ord_002090,cust_02452,delivered,2018-02-27 19:10:00,2018-03-10 19:10:00,2018-03-11 19:10:00,SP,5
ord_002091,cust_05040,canceled,2018-03-02 08:46:00,,2018-03-17 08:46:00,MG,
ord_002092,cust_01090,delivered,2018-07-20 21:20:00,2018-08-01 21:20:00,2018-07-30 21:20:00,PR,5
ord_002093,cust_05841,delivered,2018-02-19 09:21:00,2018-03-06 09:21:00,2018-03-02 09:21:00,SP,4
ord_002094,cust_02659,delivered,2018-03-22 19:29:00,2018-04-04 19:29:00,2018-04-01 19:29:00,SP,1
ord_002095,cust_01949,delivered,2018-01-03 18:34:00,2018-01-19 18:34:00,2018-01-13 18:34:00,SP,5
ord_002096,cust_01458,delivered,2017-08-14 12:44:00,2017-08-27 12:44:00,2017-08-28 12:44:00,RS,4
ord_002097,cust_03332,unavailable,2018-04-01 13:38:00,,2018-04-17 13:38:00,RJ,
ord_002098,cust_01169,canceled,2017-09-14 11:55:00,,2017-10-06 11:55:00,RJ,
ord_002099,cust_04346,delivered,2017-02-09 18:06:00,2017-02-17 18:06:00,2017-02-20 18:06:00,MG,5
ord_002100,cust_03079,delivered,2018-06-11 10:29:00,2018-06-24 10:29:00,2018-06-27 10:29:00,SP,1
ord_002101,cust_04061,delivered,2017-04-19 17:47:00,2017-04-25 17:47:00,2017-04-24 17:47:00,SP,3
ord_002102,cust_00398,delivered,2017-08-14 10:43:00,2017-09-08 10:43:00,2017-09-03 10:43:00,PA,3
ord_002103,cust_05036,processing,2018-06-09 15:34:00,,2018-06-26 15:34:00,MG,
ord_002104,cust_04770,delivered,2017-11-01 17:20:00,2017-11-12 17:20:00,2017-11-07 17:20:00,SE,3
ord_002105,cust_01395,delivered,2017-05-19 12:49:00,2017-05-29 12:49:00,2017-05-31 12:49:00,BA,5
ord_002106,cust_00253,delivered,2017-09-23 10:37:00,2017-10-04 10:37:00,2017-09-30 10:37:00,MS,4
ord_002107,cust_03785,delivered,2018-08-10 22:23:00,2018-08-13 22:23:00,2018-08-15 22:23:00,DF,5
ord_002108,cust_01786,delivered,2017-02-09 13:44:00,2017-03-05 13:44:00,2017-02-28 13:44:00,RO,5
ord_002109,cust_05216,delivered,2017-11-20 15:41:00,2017-12-02 15:41:00,2017-11-29 15:41:00,PE,4
ord_002110,cust_02634,delivered,2017-08-30 20:26:00,2017-09-11 20:26:00,2017-09-14 20:26:00,SP,4
ord_002111,cust_03756,canceled,2017-12-05 18:18:00,,2017-12-16 18:18:00,SP,
ord_002112,cust_00613,delivered,2017-12-04 20:37:00,2017-12-10 20:37:00,2017-12-10 20:37:00,SP,2
ord_002113,cust_00930,delivered,2017-03-17 09:19:00,2017-04-04 09:19:00,2017-04-04 09:19:00,RJ,5
ord_002114,cust_02042,delivered,2017-04-06 22:09:00,2017-04-13 22:09:00,2017-04-11 22:09:00,MT,2
ord_002115,cust_01224,canceled,2018-07-09 15:41:00,,2018-07-31 15:41:00,PA,
ord_002116,cust_00035,delivered,2018-01-15 12:51:00,2018-01-31 12:51:00,2018-02-05 12:51:00,MS,5
ord_002117,cust_03991,delivered,2017-11-16 21:13:00,2017-11-30 21:13:00,2017-11-29 21:13:00,BA,4
ord_002118,cust_02000,delivered,2018-01-22 16:52:00,2018-01-30 16:52:00,2018-01-29 16:52:00,RJ,2
ord_002119,cust_00191,delivered,2018-04-14 17:02:00,2018-05-04 17:02:00,2018-05-02 17:02:00,RJ,1
ord_002120,cust_04784,delivered,2017-09-16 11:02:00,2017-09-22 11:02:00,2017-09-25 11:02:00,ES,5
ord_002121,cust_04734,canceled,2017-05-31 08:54:00,,2017-06-12 08:54:00,MA,
ord_002122,cust_01190,delivered,2018-04-20 13:17:00,2018-05-06 13:17:00,2018-05-06 13:17:00,MG,5
ord_002123,cust_04485,delivered,2017-03-05 12:09:00,2017-03-22 12:09:00,2017-03-14 12:09:00,MT,5
ord_002124,cust_04533,delivered,2017-10-26 10:45:00,2017-11-03 10:45:00,2017-11-03 10:45:00,SP,5
ord_002125,cust_00159,delivered,2017-09-29 13:44:00,2017-10-17 13:44:00,2017-10-17 13:44:00,PR,4
ord_002126,cust_04053,delivered,2018-07-04 10:28:00,2018-07-14 10:28:00,2018-07-10 10:28:00,MG,3
ord_002127,cust_01165,delivered,2018-06-11 13:29:00,2018-07-03 13:29:00,2018-07-06 13:29:00,PA,5
ord_002128,cust_03285,delivered,2017-03-14 16:48:00,2017-03-27 16:48:00,2017-04-01 16:48:00,PR,2
ord_002129,cust_03171,canceled,2018-02-12 14:00:00,,2018-03-06 14:00:00,SC,
ord_002130,cust_03012,delivered,2017-05-28 13:33:00,2017-06-08 13:33:00,2017-06-11 13:33:00,RS,4
ord_002131,cust_00147,delivered,2017-03-29 22:35:00,2017-04-14 22:35:00,2017-04-11 22:35:00,SP,3
ord_002132,cust_05930,unavailable,2018-05-13 19:06:00,,2018-06-06 19:06:00,PR,
ord_002133,cust_01852,delivered,2018-07-16 14:46:00,2018-07-31 14:46:00,2018-07-25 14:46:00,SP,1
ord_002134,cust_00286,canceled,2018-08-08 21:03:00,,2018-08-21 21:03:00,MT,
ord_002135,cust_03049,delivered,2017-12-23 15:36:00,2017-12-26 15:36:00,2017-12-28 15:36:00,SP,3
ord_002136,cust_03855,delivered,2018-04-30 11:29:00,2018-05-18 11:29:00,2018-05-10 11:29:00,RJ,2
ord_002137,cust_05432,delivered,2017-09-22 16:10:00,2017-09-25 16:10:00,2017-09-27 16:10:00,PR,5
ord_002138,cust_03001,delivered,2017-07-12 10:59:00,2017-07-29 10:59:00,2017-07-31 10:59:00,SP,4
ord_002139,cust_00943,delivered,2018-01-21 17:00:00,2018-02-07 17:00:00,2018-02-05 17:00:00,BA,4
ord_002140,cust_04228,delivered,2017-10-09 11:39:00,2017-10-15 11:39:00,2017-10-14 11:39:00,MG,4
ord_002141,cust_04569,delivered,2017-07-07 10:48:00,2017-07-16 10:48:00,2017-07-14 10:48:00,RJ,5
ord_002142,cust_04376,delivered,2018-03-11 20:39:00,2018-03-17 20:39:00,2018-03-17 20:39:00,SP,5
ord_002143,cust_00964,delivered,2017-08-03 06:42:00,2017-08-13 06:42:00,2017-08-08 06:42:00,MG,2
ord_002144,cust_05379,delivered,2017-09-29 09:39:00,2017-10-09 09:39:00,2017-10-12 09:39:00,PE,5
ord_002145,cust_04235,delivered,2018-05-11 21:35:00,2018-05-26 21:35:00,2018-05-29 21:35:00,PE,5
ord_002146,cust_03732,delivered,2018-05-09 16:58:00,2018-05-27 16:58:00,2018-05-20 16:58:00,RN,1
ord_002147,cust_01482,delivered,2018-03-15 15:32:00,2018-04-02 15:32:00,2018-03-29 15:32:00,RJ,5
ord_002148,cust_05668,delivered,2018-03-02 23:58:00,2018-03-11 23:58:00,2018-03-07 23:58:00,SE,3
ord_002149,cust_02057,delivered,2017-09-13 14:01:00,2017-09-23 14:01:00,2017-09-18 14:01:00,RJ,5
ord_002150,cust_00508,delivered,2018-04-22 02:26:00,2018-04-25 02:26:00,2018-04-30 02:26:00,AL,2
ord_002151,cust_03604,delivered,2017-06-30 18:58:00,2017-07-07 18:58:00,2017-07-05 18:58:00,RN,3
ord_002152,cust_02884,delivered,2017-03-06 18:06:00,2017-03-22 18:06:00,2017-03-19 18:06:00,RJ,4
ord_002153,cust_00389,delivered,2018-03-03 07:44:00,2018-04-05 07:44:00,2018-04-05 07:44:00,PA,5
ord_002154,cust_00654,delivered,2017-01-30 09:54:00,2017-02-04 09:54:00,2017-02-04 09:54:00,MG,5
ord_002155,cust_03545,delivered,2017-11-20 19:39:00,2017-11-29 19:39:00,2017-11-25 19:39:00,RS,4
ord_002156,cust_04363,delivered,2018-04-05 20:21:00,2018-05-01 20:21:00,2018-05-03 20:21:00,RO,4
ord_002157,cust_01305,delivered,2017-08-01 19:24:00,2017-08-14 19:24:00,2017-08-17 19:24:00,MA,5
ord_002158,cust_01524,delivered,2018-06-26 13:24:00,2018-07-03 13:24:00,2018-07-06 13:24:00,MG,5
ord_002159,cust_03585,delivered,2017-01-08 12:42:00,2017-01-22 12:42:00,2017-01-23 12:42:00,AL,5
ord_002160,cust_05769,delivered,2017-09-06 11:27:00,2017-09-15 11:27:00,2017-09-18 11:27:00,RJ,4
ord_002161,cust_04784,delivered,2017-03-04 21:49:00,2017-03-15 21:49:00,2017-03-10 21:49:00,RJ,2
ord_002162,cust_05954,delivered,2017-12-06 11:18:00,2017-12-20 11:18:00,2017-12-14 11:18:00,AL,2
ord_002163,cust_00851,delivered,2018-07-26 14:04:00,2018-08-07 14:04:00,2018-08-02 14:04:00,RJ,4
ord_002164,cust_02433,delivered,2017-10-13 14:59:00,2017-10-22 14:59:00,2017-10-21 14:59:00,RN,4
ord_002165,cust_05650,delivered,2018-07-12 15:22:00,2018-07-23 15:22:00,2018-07-21 15:22:00,SP,4
ord_002166,cust_02144,delivered,2018-08-20 19:43:00,2018-08-31 19:43:00,2018-08-30 19:43:00,MS,2
ord_002167,cust_00484,canceled,2017-02-18 10:15:00,,2017-03-03 10:15:00,SP,
ord_002168,cust_03079,canceled,2017-08-18 10:27:00,,2017-08-30 10:27:00,SP,
ord_002169,cust_01789,delivered,2017-10-14 19:12:00,2017-10-24 19:12:00,2017-10-27 19:12:00,SP,4
ord_002170,cust_03120,delivered,2018-03-18 15:23:00,2018-03-28 15:23:00,2018-03-23 15:23:00,RJ,2
ord_002171,cust_05312,delivered,2018-02-01 09:45:00,2018-02-20 09:45:00,2018-02-21 09:45:00,SP,2
ord_002172,cust_01837,delivered,2017-06-14 16:08:00,2017-06-28 16:08:00,2017-06-28 16:08:00,RS,5
ord_002173,cust_05285,delivered,2017-06-17 17:04:00,2017-06-27 17:04:00,2017-06-22 17:04:00,PI,3
ord_002174,cust_05820,delivered,2017-06-02 07:13:00,2017-06-17 07:13:00,2017-06-20 07:13:00,SP,5
ord_002175,cust_04480,delivered,2017-02-28 09:46:00,2017-03-10 09:46:00,2017-03-13 09:46:00,SP,4
ord_002176,cust_03575,delivered,2017-01-23 14:05:00,2017-02-09 14:05:00,2017-02-01 14:05:00,SP,3
ord_002177,cust_04775,delivered,2017-01-28 11:52:00,2017-02-10 11:52:00,2017-02-14 11:52:00,MG,1
ord_002178,cust_04535,delivered,2017-03-31 22:50:00,2017-04-19 22:50:00,2017-04-20 22:50:00,PA,5
ord_002179,cust_04479,delivered,2017-07-10 13:18:00,2017-07-24 13:18:00,2017-07-28 13:18:00,RJ,5
ord_002180,cust_04116,delivered,2017-08-18 04:18:00,2017-08-22 04:18:00,2017-08-27 04:18:00,SP,5
ord_002181,cust_05827,delivered,2018-01-24 16:19:00,2018-01-30 16:19:00,2018-02-03 16:19:00,SP,4
ord_002182,cust_04600,delivered,2017-07-31 08:09:00,2017-08-06 08:09:00,2017-08-05 08:09:00,SC,4
ord_002183,cust_00566,delivered,2017-03-29 00:41:00,2017-04-24 00:41:00,2017-04-28 00:41:00,PA,5
ord_002184,cust_00247,delivered,2017-07-30 17:01:00,2017-08-19 17:01:00,2017-08-20 17:01:00,SP,5
ord_002185,cust_02840,canceled,2017-06-07 12:55:00,,2017-06-19 12:55:00,BA,
ord_002186,cust_04127,delivered,2017-04-06 15:54:00,2017-04-29 15:54:00,2017-05-04 15:54:00,SC,5
ord_002187,cust_01539,canceled,2018-08-11 15:55:00,,2018-09-02 15:55:00,BA,
ord_002188,cust_03251,delivered,2017-09-09 19:08:00,2017-09-24 19:08:00,2017-09-18 19:08:00,RJ,3
ord_002189,cust_00072,delivered,2018-08-17 13:58:00,2018-08-31 13:58:00,2018-08-28 13:58:00,DF,4
ord_002190,cust_02765,delivered,2018-05-18 11:56:00,2018-05-21 11:56:00,2018-05-23 11:56:00,CE,5
ord_002191,cust_00042,delivered,2018-05-20 09:33:00,2018-05-29 09:33:00,2018-05-26 09:33:00,ES,1
ord_002192,cust_05080,delivered,2018-08-13 22:50:00,2018-08-21 22:50:00,2018-08-22 22:50:00,BA,5
ord_002193,cust_04487,delivered,2017-07-20 12:36:00,2017-07-28 12:36:00,2017-07-30 12:36:00,SC,5
ord_002194,cust_04250,delivered,2018-03-08 20:17:00,2018-03-19 20:17:00,2018-03-13 20:17:00,SP,2
ord_002195,cust_03746,delivered,2017-06-22 14:30:00,2017-07-01 14:30:00,2017-07-01 14:30:00,SP,5
ord_002196,cust_03029,delivered,2018-07-12 08:19:00,2018-07-15 08:19:00,2018-07-19 08:19:00,RJ,5
ord_002197,cust_01624,delivered,2017-03-19 08:38:00,2017-04-03 08:38:00,2017-04-08 08:38:00,CE,5
ord_002198,cust_03111,delivered,2017-09-19 21:49:00,2017-09-25 21:49:00,2017-09-24 21:49:00,MG,5
ord_002199,cust_05543,delivered,2017-11-19 11:21:00,2017-12-02 11:21:00,2017-12-01 11:21:00,SP,5
ord_002200,cust_01246,delivered,2017-06-03 22:33:00,2017-06-25 22:33:00,2017-06-26 22:33:00,MG,5
ord_002201,cust_01701,delivered,2018-06-28 10:23:00,2018-07-05 10:23:00,2018-07-03 10:23:00,RJ,3
ord_002202,cust_02118,delivered,2018-08-11 07:43:00,2018-08-14 07:43:00,2018-08-16 07:43:00,SP,5
ord_002203,cust_06173,processing,2017-01-20 10:52:00,,2017-02-07 10:52:00,BA,
ord_002204,cust_00127,delivered,2017-06-26 18:59:00,2017-07-06 18:59:00,2017-07-02 18:59:00,PR,5
ord_002205,cust_02089,delivered,2018-02-01 12:21:00,2018-02-18 12:21:00,2018-02-12 12:21:00,SP,5
ord_002206,cust_00919,delivered,2017-03-10 15:28:00,2017-03-31 15:28:00,2017-03-27 15:28:00,RJ,4
ord_002207,cust_03352,delivered,2018-07-19 10:10:00,2018-07-24 10:10:00,2018-07-24 10:10:00,SC,3
ord_002208,cust_00104,delivered,2017-04-16 08:45:00,2017-04-30 08:45:00,2017-04-30 08:45:00,RJ,5
ord_002209,cust_04638,delivered,2017-10-16 08:58:00,2017-10-25 08:58:00,2017-10-21 08:58:00,SP,4
ord_002210,cust_04438,delivered,2017-08-07 13:43:00,2017-08-18 13:43:00,2017-08-18 13:43:00,SP,5
ord_002211,cust_03099,delivered,2018-04-13 21:30:00,2018-05-08 21:30:00,2018-05-05 21:30:00,SP,5
ord_002212,cust_03839,delivered,2018-06-19 18:17:00,2018-06-23 18:17:00,2018-06-28 18:17:00,RN,5
ord_002213,cust_02111,delivered,2017-03-25 22:37:00,2017-04-07 22:37:00,2017-03-31 22:37:00,SP,2
ord_002214,cust_04009,delivered,2018-06-13 20:54:00,2018-06-27 20:54:00,2018-06-21 20:54:00,SP,2
ord_002215,cust_05527,delivered,2018-05-23 13:03:00,2018-06-09 13:03:00,2018-06-13 13:03:00,ES,5
ord_002216,cust_05956,delivered,2017-02-01 14:10:00,2017-02-13 14:10:00,2017-02-09 14:10:00,BA,3
ord_002217,cust_03357,canceled,2018-06-27 09:06:00,,2018-07-07 09:06:00,SP,
ord_002218,cust_06137,delivered,2017-01-22 13:51:00,2017-02-04 13:51:00,2017-02-09 13:51:00,RS,5
ord_002219,cust_04751,delivered,2017-02-07 13:53:00,2017-02-17 13:53:00,2017-02-13 13:53:00,SP,3
ord_002220,cust_05604,delivered,2018-02-24 11:54:00,2018-03-09 11:54:00,2018-03-01 11:54:00,SP,3
ord_002221,cust_02262,delivered,2018-06-07 09:06:00,2018-06-17 09:06:00,2018-06-15 09:06:00,SP,2
ord_002222,cust_01084,delivered,2017-03-04 09:11:00,2017-03-19 09:11:00,2017-03-21 09:11:00,BA,4
ord_002223,cust_03041,delivered,2017-08-17 10:39:00,2017-08-27 10:39:00,2017-08-25 10:39:00,PB,2
ord_002224,cust_05302,delivered,2018-04-22 12:30:00,2018-05-05 12:30:00,2018-04-29 12:30:00,SP,4
ord_002225,cust_02934,delivered,2017-08-03 12:59:00,2017-08-14 12:59:00,2017-08-16 12:59:00,ES,3
ord_002226,cust_04364,delivered,2018-02-14 09:49:00,2018-03-03 09:49:00,2018-02-24 09:49:00,MS,2
ord_002227,cust_03862,canceled,2017-02-24 00:44:00,,2017-03-12 00:44:00,GO,
ord_002228,cust_02188,delivered,2017-08-27 20:12:00,2017-09-07 20:12:00,2017-09-04 20:12:00,SP,4
ord_002229,cust_04484,delivered,2017-01-13 11:14:00,2017-01-16 11:14:00,2017-01-18 11:14:00,RS,5
ord_002230,cust_04680,delivered,2018-07-08 00:41:00,2018-07-26 00:41:00,2018-07-18 00:41:00,PR,1
ord_002231,cust_04009,canceled,2018-07-07 18:29:00,,2018-07-26 18:29:00,PR,
ord_002232,cust_01623,processing,2018-03-15 14:23:00,,2018-03-29 14:23:00,PR,
ord_002233,cust_01810,delivered,2018-04-25 20:43:00,2018-05-02 20:43:00,2018-04-30 20:43:00,RS,3
ord_002234,cust_03064,delivered,2018-03-07 22:51:00,2018-03-15 22:51:00,2018-03-12 22:51:00,BA,4
ord_002235,cust_03303,delivered,2017-08-17 23:31:00,2017-08-26 23:31:00,2017-08-27 23:31:00,PR,1
ord_002236,cust_04323,delivered,2017-11-14 09:30:00,2017-12-02 09:30:00,2017-12-02 09:30:00,SP,5
ord_002237,cust_03396,canceled,2017-09-21 15:58:00,,2017-10-12 15:58:00,SP,
ord_002238,cust_05427,delivered,2017-07-23 07:03:00,2017-07-26 07:03:00,2017-07-31 07:03:00,PR,5
ord_002239,cust_01671,delivered,2018-01-21 10:47:00,2018-02-17 10:47:00,2018-02-16 10:47:00,RJ,2
ord_002240,cust_05977,delivered,2018-06-02 13:36:00,2018-06-19 13:36:00,2018-06-18 13:36:00,SP,2
ord_002241,cust_04254,delivered,2017-01-24 17:13:00,2017-02-06 17:13:00,2017-02-05 17:13:00,RJ,5
ord_002242,cust_05144,delivered,2018-04-26 14:39:00,2018-05-07 14:39:00,2018-05-11 14:39:00,PR,5
ord_002243,cust_04060,delivered,2018-03-01 11:49:00,2018-03-14 11:49:00,2018-03-09 11:49:00,SP,3
ord_002244,cust_01748,canceled,2017-08-28 14:49:00,,2017-09-17 14:49:00,PR,
ord_002245,cust_03577,delivered,2017-03-31 14:28:00,2017-04-14 14:28:00,2017-04-08 14:28:00,RJ,3
ord_002246,cust_03645,delivered,2017-09-28 12:38:00,2017-10-13 12:38:00,2017-10-09 12:38:00,SP,1
ord_002247,cust_00369,delivered,2018-08-08 15:53:00,2018-08-22 15:53:00,2018-08-15 15:53:00,MG,4
ord_002248,cust_01902,delivered,2018-06-26 12:21:00,2018-07-08 12:21:00,2018-07-01 12:21:00,RJ,1
ord_002249,cust_04472,delivered,2017-12-05 19:26:00,2017-12-16 19:26:00,2017-12-21 19:26:00,SP,3
ord_002250,cust_00664,delivered,2017-04-29 18:02:00,2017-05-10 18:02:00,2017-05-06 18:02:00,SP,4
ord_002251,cust_05230,delivered,2017-02-15 05:53:00,2017-02-26 05:53:00,2017-02-22 05:53:00,MG,4
ord_002252,cust_00010,delivered,2017-08-17 14:20:00,2017-09-03 14:20:00,2017-09-08 14:20:00,SP,5
ord_002253,cust_00867,delivered,2017-02-01 07:54:00,2017-02-27 07:54:00,2017-03-03 07:54:00,RO,4
ord_002254,cust_05931,delivered,2017-12-31 11:36:00,2018-01-03 11:36:00,2018-01-05 11:36:00,RJ,5
ord_002255,cust_05408,delivered,2018-05-10 00:00:00,2018-05-25 00:00:00,2018-05-28 00:00:00,MG,5
ord_002256,cust_04575,delivered,2018-01-10 00:58:00,2018-02-02 00:58:00,2018-02-06 00:58:00,PA,5
ord_002257,cust_02289,delivered,2017-06-17 22:02:00,2017-06-28 22:02:00,2017-06-22 22:02:00,MG,5
ord_002258,cust_04063,processing,2018-07-24 11:09:00,,2018-08-03 11:09:00,RJ,
ord_002259,cust_01485,delivered,2017-05-15 16:41:00,2017-06-05 16:41:00,2017-06-01 16:41:00,PA,4
ord_002260,cust_01884,delivered,2017-08-15 10:11:00,2017-09-01 10:11:00,2017-08-26 10:11:00,PE,2
ord_002261,cust_00942,delivered,2017-12-16 15:35:00,2018-01-01 15:35:00,2017-12-28 15:35:00,DF,1
ord_002262,cust_00401,delivered,2018-03-09 00:07:00,2018-03-17 00:07:00,2018-03-21 00:07:00,ES,3
ord_002263,cust_00312,delivered,2018-07-20 19:17:00,2018-08-03 19:17:00,2018-08-04 19:17:00,DF,5
ord_002264,cust_02723,delivered,2018-05-29 03:52:00,2018-06-05 03:52:00,2018-06-06 03:52:00,GO,5
ord_002265,cust_02853,processing,2017-02-11 13:09:00,,2017-03-02 13:09:00,MG,
ord_002266,cust_03721,delivered,2018-03-30 20:11:00,2018-04-04 20:11:00,2018-04-04 20:11:00,MT,5
ord_002267,cust_02829,delivered,2017-04-09 12:54:00,2017-04-17 12:54:00,2017-04-14 12:54:00,SP,5
ord_002268,cust_00694,delivered,2018-02-04 12:49:00,2018-02-20 12:49:00,2018-02-25 12:49:00,SP,5
ord_002269,cust_05530,delivered,2017-02-17 08:23:00,2017-03-05 08:23:00,2017-02-27 08:23:00,RJ,5
ord_002270,cust_01082,delivered,2017-06-01 11:17:00,2017-06-15 11:17:00,2017-06-18 11:17:00,SP,5
ord_002271,cust_05073,delivered,2018-02-04 20:28:00,2018-02-19 20:28:00,2018-02-11 20:28:00,SP,2
ord_002272,cust_01631,delivered,2017-07-12 16:32:00,2017-07-26 16:32:00,2017-07-31 16:32:00,BA,3
ord_002273,cust_05944,delivered,2017-05-07 00:05:00,2017-05-15 00:05:00,2017-05-12 00:05:00,SC,4
ord_002274,cust_02270,delivered,2017-03-18 11:01:00,2017-04-13 11:01:00,2017-04-10 11:01:00,PA,4
ord_002275,cust_03814,delivered,2018-05-09 14:34:00,2018-05-25 14:34:00,2018-05-30 14:34:00,PE,5
ord_002276,cust_06109,delivered,2018-05-30 08:00:00,2018-06-14 08:00:00,2018-06-10 08:00:00,MG,5
ord_002277,cust_04254,delivered,2018-03-22 18:43:00,2018-04-08 18:43:00,2018-04-06 18:43:00,BA,2
ord_002278,cust_01521,delivered,2017-11-26 10:07:00,2017-12-11 10:07:00,2017-12-08 10:07:00,SP,2
ord_002279,cust_02994,delivered,2018-06-24 09:30:00,2018-07-07 09:30:00,2018-07-05 09:30:00,SP,3
ord_002280,cust_04056,canceled,2018-05-28 13:46:00,,2018-06-22 13:46:00,SP,
ord_002281,cust_03195,canceled,2017-07-14 08:49:00,,2017-07-28 08:49:00,MG,
ord_002282,cust_00673,canceled,2017-09-27 10:40:00,,2017-10-19 10:40:00,SP,
ord_002283,cust_04894,delivered,2017-11-10 12:29:00,2017-11-27 12:29:00,2017-11-29 12:29:00,RJ,5
ord_002284,cust_01857,delivered,2017-09-06 20:50:00,2017-09-17 20:50:00,2017-09-13 20:50:00,SP,1
ord_002285,cust_01687,delivered,2017-11-06 10:19:00,2017-11-13 10:19:00,2017-11-11 10:19:00,DF,4
ord_002286,cust_06010,delivered,2018-06-03 08:59:00,2018-06-14 08:59:00,2018-06-08 08:59:00,MG,5
ord_002287,cust_01756,processing,2017-06-21 09:55:00,,2017-07-02 09:55:00,SP,
ord_002288,cust_03246,delivered,2017-11-14 13:46:00,2017-11-22 13:46:00,2017-11-20 13:46:00,MG,4
ord_002289,cust_03294,delivered,2018-04-06 12:45:00,2018-04-14 12:45:00,2018-04-11 12:45:00,SP,5
ord_002290,cust_04124,delivered,2018-07-05 09:35:00,2018-07-16 09:35:00,2018-07-19 09:35:00,RJ,5
ord_002291,cust_02452,delivered,2018-01-04 15:53:00,2018-01-12 15:53:00,2018-01-09 15:53:00,SC,3
ord_002292,cust_01897,delivered,2017-07-27 10:58:00,2017-08-06 10:58:00,2017-08-03 10:58:00,SP,3
ord_002293,cust_00803,delivered,2017-09-25 09:01:00,2017-09-28 09:01:00,2017-09-30 09:01:00,SP,5
ord_002294,cust_05946,delivered,2018-01-21 10:33:00,2018-02-03 10:33:00,2018-01-28 10:33:00,MS,4
ord_002295,cust_03049,delivered,2017-09-22 09:39:00,2017-10-04 09:39:00,2017-10-06 09:39:00,MG,4
ord_002296,cust_01717,delivered,2018-07-27 12:13:00,2018-08-03 12:13:00,2018-08-01 12:13:00,RJ,4
ord_002297,cust_04549,delivered,2018-07-15 15:51:00,2018-07-30 15:51:00,2018-07-28 15:51:00,SP,1
ord_002298,cust_00614,delivered,2017-04-19 11:33:00,2017-05-05 11:33:00,2017-05-08 11:33:00,SP,1
ord_002299,cust_00020,delivered,2018-06-22 21:06:00,2018-06-25 21:06:00,2018-06-27 21:06:00,PE,5
ord_002300,cust_01836,delivered,2017-01-28 12:39:00,2017-02-05 12:39:00,2017-02-02 12:39:00,MG,3
ord_002301,cust_00369,delivered,2017-07-18 13:27:00,2017-07-26 13:27:00,2017-07-31 13:27:00,DF,4
ord_002302,cust_02974,delivered,2018-04-26 08:54:00,2018-05-03 08:54:00,2018-05-01 08:54:00,RS,1
ord_002303,cust_00947,delivered,2017-11-12 16:06:00,2017-11-28 16:06:00,2017-11-26 16:06:00,PR,1
ord_002304,cust_04802,delivered,2017-12-15 12:35:00,2017-12-26 12:35:00,2017-12-21 12:35:00,RJ,2
